WT_P62	Y2_P37_28	YT2_P37_7_17	gene_id
-4.3930027456689	-3.35808550138111	-2.26464719092242	ENSG00000229044
3.72420743897549	2.61409655447913	3.32820321922905	FABP3
5.14292059639773	5.29575477696624	5.44198514263383	SERINC2
-4.3930027456689	-3.35808550138111	-4.92761220364485	LINC01226
2.35742510830387	2.82292867872301	2.23225913313354	TINAGL1
-3.6560371515027	-3.06857888418613	-4.19064660947864	ENSG00000305292
-1.22307774422659	-2.13569308004466	-2.42511186311566	HCRTR1
5.18756989498786	5.34427960746467	5.32387020697537	PEF1
-2.27752552824897	-3.06857888418613	-3.34264970292369	PEF1-AS1
5.02414653008979	3.52319843809134	4.10121476010658	COL16A1
5.79311149387274	6.07723749874238	6.37635876076839	ADGRB2
-3.17061032433246	-3.06857888418613	-4.92761220364485	ENSG00000301119
2.33944736737481	1.19308868588376	0.905277810519894	SPOCD1
7.52871424320835	7.56135721461516	7.39290632098784	PTP4A2
8.75330074340112	8.56841641324747	8.72877541485641	KHDRBS1
4.30164533466243	4.22269648340153	4.64034387177062	TMEM39B
6.94629055451119	6.97444839940842	6.96935083149465	KPNA6
6.22874390296859	6.6209426619857	6.67925563372931	TXLNA
3.80503296253035	4.18193487740907	4.08640826667009	CCDC28B
-0.76851188076111	-1.57381419243655	-1.02072160803633	ENSG00000224066
2.93192783737998	2.90453139756484	3.08919608404171	IQCC
2.73284118730929	2.84920002756513	3.14385015891178	TMEM234
7.88147247705039	8.01484000220472	7.92394165478493	EIF3I
3.77859107613403	3.64316629482835	3.77629136979982	MTMR9LP
2.51788978049711	2.38786887601235	2.03045711588923	ENSG00000290045
1.55341621412625	1.20669911740242	0.905277810519894	FAM167B
6.14389199922259	5.48705603040687	5.33956462382124	LCK
7.55378171555308	7.31483087052634	7.32613681394731	HDAC1
8.66808712666147	9.0887393393992	9.59833675024557	MARCKSL1
-2.07107465078154	-2.00444854676641	-3.05314308572871	ENSG00000305107
-2.51853362775276	-1.17045849820534	-3.05314308572871	TSSK3
1.16158610600873	1.25989205656801	1.55888765819062	FAM229A
5.66814339511604	5.60352496585292	5.92179289730291	BSDC1
-1.73003773294647	-3.72065558076582	-4.92761220364485	LRRC37A12P
3.03605522392488	2.81406416517572	2.90316706392409	ZBTB8B
3.92440986809597	3.39828549195769	3.63335744145451	ZBTB8A
4.23026911194973	4.4196264351284	4.10489276092819	ZBTB8OS
-0.1966055328654	-0.152971071476498	-0.629931655004162	ENSG00000294305
8.15670171685623	8.40489626666981	8.60299733852532	RBBP4
-0.0953221970282184	-0.597273165260536	-0.103183768228302	SYNC
6.85314402896696	6.02681813860643	6.42608600540319	NHSL3
8.4539893304407	8.63150610679955	7.97344322890842	YARS1
6.05648984893713	6.02105215574701	5.71714538887141	S100PBP
2.21679160803219	1.27288939709688	1.82281565032792	FNDC5
-0.0953221970282184	1.24677655677775	1.03431975552163	HPCA
