"","logFC","gene_id","direction"
"CLEC18C",-2.40907857589209,"CLEC18C","down"
"ENSG00000300095",-2.40907857589209,"ENSG00000300095","down"
"ENSG00000214546",-2.40907857589209,"ENSG00000214546","down"
"SPATA32",-2.40907857589209,"SPATA32","down"
"ENSG00000289729",-2.40907857589209,"ENSG00000289729","down"
"ENSG00000274213",-2.40907857589209,"ENSG00000274213","down"
"ENSG00000283538",-2.40907857589209,"ENSG00000283538","down"
"ENSG00000307035",-2.40907857589209,"ENSG00000307035","down"
"ENSG00000288815",-2.40907857589209,"ENSG00000288815","down"
"ENSG00000299075",-2.40907857589209,"ENSG00000299075","down"
"ENSG00000301682",-2.40907857589209,"ENSG00000301682","down"
"ENSG00000305005",-2.40907857589209,"ENSG00000305005","down"
"ENSG00000307878",-2.40907857589209,"ENSG00000307878","down"
"ENSG00000275894",-2.40907857589209,"ENSG00000275894","down"
"ENSG00000289963",-2.40907857589209,"ENSG00000289963","down"
"ENSG00000286393",-2.40907857589209,"ENSG00000286393","down"
"MAGEB3",-2.40907857589209,"MAGEB3","down"
"ENSG00000225387",-2.40907857589208,"ENSG00000225387","down"
"PFN4",-2.40907857589208,"PFN4","down"
"ENSG00000298498",-2.40907857589208,"ENSG00000298498","down"
"C10orf55",-2.40907857589208,"C10orf55","down"
"NAALADL1",-2.40907857589208,"NAALADL1","down"
"ENSG00000256654",-2.40907857589208,"ENSG00000256654","down"
"FAM186B",-2.40907857589208,"FAM186B","down"
"SLC17A8",-2.40907857589208,"SLC17A8","down"
"NOXO1",-2.40907857589208,"NOXO1","down"
"PLA2G2C",2.40398999735991,"PLA2G2C","up"
"ENSG00000301880",2.40398999735991,"ENSG00000301880","up"
"SEPHS1P6",2.40398999735991,"SEPHS1P6","up"
"ENSG00000272103",2.40398999735991,"ENSG00000272103","up"
"HTR4",2.40398999735991,"HTR4","up"
"ENSG00000286339",2.40398999735991,"ENSG00000286339","up"
"ENSG00000308855",2.40398999735991,"ENSG00000308855","up"
"ENSG00000228072",2.40398999735991,"ENSG00000228072","up"
"ABCD2",2.40398999735991,"ABCD2","up"
"ENSG00000275040",2.40398999735991,"ENSG00000275040","up"
"ENSG00000293499",2.40398999735991,"ENSG00000293499","up"
"ENSG00000279504",2.40398999735991,"ENSG00000279504","up"
"ENSG00000276603",2.40398999735991,"ENSG00000276603","up"
"TMEM30A-DT",-2.40296545216547,"TMEM30A-DT","down"
"LINC01139",-2.40197168939782,"LINC01139","down"
"PRRG4",-2.39885571617597,"PRRG4","down"
"ARC",2.3988122934501,"ARC","up"
"RBM20",-2.39520640131053,"RBM20","down"
"MAML2",2.39233541446294,"MAML2","up"
"DANT2",-2.39223758651477,"DANT2","down"
"LAYN",-2.39114075104796,"LAYN","down"
"MIR1915HG",-2.39018796288821,"MIR1915HG","down"
"GAS1",-2.38909039810109,"GAS1","down"
"LINC00698",-2.3890737882892,"LINC00698","down"
"ZNF467",2.38687851384553,"ZNF467","up"
"ENSG00000273058",2.38595607452965,"ENSG00000273058","up"
"ENSG00000270127",2.38595607452965,"ENSG00000270127","up"
"WNT2B",-2.38140960374813,"WNT2B","down"
"SERF1B",2.38099835473368,"SERF1B","up"
"TMEM59L",-2.38066371437948,"TMEM59L","down"
"ENSG00000272502",-2.3796347979996,"ENSG00000272502","down"
"KCNJ6",-2.3796347979996,"KCNJ6","down"
"TP73",-2.3796347979996,"TP73","down"
"IDO1",-2.37874962544344,"IDO1","down"
"GDF10",2.37867890883073,"GDF10","up"
"RUNX2",-2.37788395428849,"RUNX2","down"
"ENSG00000308071",-2.37788395428849,"ENSG00000308071","down"
"PRCD",-2.37788395428849,"PRCD","down"
"GNG8",-2.37788395428849,"GNG8","down"
"THBD",2.37733436535886,"THBD","up"
"PHLDA1",-2.37508509471036,"PHLDA1","down"
"RIPOR1",-2.37437587951221,"RIPOR1","down"
"RRAS",-2.37362440602562,"RRAS","down"
"COL9A3",-2.37344779224066,"COL9A3","down"
"ARID5A",2.37267047646664,"ARID5A","up"
"SCML1",2.37124657678445,"SCML1","up"
"ENSG00000253596",-2.37111072569306,"ENSG00000253596","down"
"SCML2P2",-2.37111072569306,"SCML2P2","down"
"ABCC11",-2.37111072569306,"ABCC11","down"
"PLD6",-2.37111072569306,"PLD6","down"
"DNAI2",-2.37111072569306,"DNAI2","down"
"ENSG00000276831",-2.37111072569306,"ENSG00000276831","down"
"REM1",-2.37111072569306,"REM1","down"
"APOL4",-2.37111072569306,"APOL4","down"
"ENSG00000233928",-2.37111072569306,"ENSG00000233928","down"
"CITED2",-2.36784188517132,"CITED2","down"
"TDRD12",-2.36312899003159,"TDRD12","down"
"LINC00051",2.36155473103952,"LINC00051","up"
"GCKR",-2.3605800582009,"GCKR","down"
"ENSG00000287312",-2.3605800582009,"ENSG00000287312","down"
"TMEM235",-2.3605800582009,"TMEM235","down"
"PCDH10",-2.36033424204067,"PCDH10","down"
"FGF1",-2.35857909388444,"FGF1","down"
"MYB",-2.3585018080302,"MYB","down"
"RND3",2.35766926670642,"RND3","up"
"LINC02249",2.35701438097926,"LINC02249","up"
"LINC01829",-2.35563931693062,"LINC01829","down"
"LINC02901",-2.35563931693062,"LINC02901","down"
"HMGN2P21",2.35291581276564,"HMGN2P21","up"
"SSUH2",2.35291581276564,"SSUH2","up"
"ENSG00000304560",2.35291581276564,"ENSG00000304560","up"
"ENSG00000305869",2.35291581276564,"ENSG00000305869","up"
"GAS2L1P2",2.35291581276564,"GAS2L1P2","up"
"NEUROG3",2.35291581276564,"NEUROG3","up"
"LINC01979",2.35291581276564,"LINC01979","up"
"IZUMO1",-2.35277113499013,"IZUMO1","down"
"KLHL4",2.35182662663104,"KLHL4","up"
"STAC3",-2.34784094637022,"STAC3","down"
"PFKP-DT",-2.34634282054412,"PFKP-DT","down"
"TMPRSS9",-2.3459998932687,"TMPRSS9","down"
"DOCK10",2.34345830246682,"DOCK10","up"
"MVP",-2.34304303058166,"MVP","down"
"WNT8A",2.34228639733474,"WNT8A","up"
"MAL2",-2.34102996451233,"MAL2","down"
"GADD45B",-2.33786387028808,"GADD45B","down"
"BEST2",-2.3373771105379,"BEST2","down"
"LNX1",-2.3370876597588,"LNX1","down"
"EFEMP1",2.33642625503146,"EFEMP1","up"
"SEMA6D",-2.33532925393881,"SEMA6D","down"
"C3orf70",2.3336109523616,"C3orf70","up"
"TMEM119",2.33201726741885,"TMEM119","up"
"KIF26B",2.33196887432073,"KIF26B","up"
"IQCA1",-2.33123797344049,"IQCA1","down"
"ENSG00000305271",2.33046096193795,"ENSG00000305271","up"
"ENSG00000237531",2.33046096193795,"ENSG00000237531","up"
"GCNT1",-2.32648447088347,"GCNT1","down"
"PCDH12",-2.32602283616453,"PCDH12","down"
"RHCG",-2.32602283616453,"RHCG","down"
"ENSG00000303677",-2.32602283616453,"ENSG00000303677","down"
"MLLT11",2.32413097914283,"MLLT11","up"
"G0S2",-2.32358585071869,"G0S2","down"
"SLITRK5",2.32358442346188,"SLITRK5","up"
"PCDH8",2.32260597860838,"PCDH8","up"
"CALB2",-2.32259905516662,"CALB2","down"
"TMPRSS2",-2.32257690688081,"TMPRSS2","down"
"ZNF236-DT",2.32138023933254,"ZNF236-DT","up"
"RGL3",-2.32099025093981,"RGL3","down"
"CNTNAP5",-2.32097087237973,"CNTNAP5","down"
"PCDH18",-2.32065973922655,"PCDH18","down"
"SIX2",-2.31888076692051,"SIX2","down"
"CHRNA1",-2.31888076692051,"CHRNA1","down"
"ASS1P3",-2.31888076692051,"ASS1P3","down"
"MRGPRF-AS1",-2.31888076692051,"MRGPRF-AS1","down"
"RNF157-AS1",-2.31888076692051,"RNF157-AS1","down"
"TACSTD2",-2.31549216867236,"TACSTD2","down"
"CD101",2.31476867897737,"CD101","up"
"ANXA2P2",-2.31025035684234,"ANXA2P2","down"
"RPL3L",-2.30904975756081,"RPL3L","down"
"FRMPD4",2.30535012951359,"FRMPD4","up"
"S100A14",-2.30301809979303,"S100A14","down"
"ALOXE3",-2.30014420433892,"ALOXE3","down"
"ENSG00000295525",-2.30014420433892,"ENSG00000295525","down"
"ENSG00000292994",-2.30014420433892,"ENSG00000292994","down"
"ENSG00000236528",-2.30014420433892,"ENSG00000236528","down"
"PTAFR",-2.30014420433892,"PTAFR","down"
"ENSG00000304031",-2.30014420433892,"ENSG00000304031","down"
"NOTO",-2.30014420433892,"NOTO","down"
"ENSG00000287414",-2.30014420433892,"ENSG00000287414","down"
"ENSG00000307289",-2.30014420433892,"ENSG00000307289","down"
"ENSG00000290574",-2.30014420433892,"ENSG00000290574","down"
"LINC00243",-2.30014420433892,"LINC00243","down"
"SAMD5",-2.30014420433892,"SAMD5","down"
"PPP1R35-AS1",-2.30014420433892,"PPP1R35-AS1","down"
"ENSG00000273055",-2.30014420433892,"ENSG00000273055","down"
"ENSG00000260588",-2.30014420433892,"ENSG00000260588","down"
"ENSG00000286675",-2.30014420433892,"ENSG00000286675","down"
"ENSG00000289993",-2.30014420433892,"ENSG00000289993","down"
"DBX1",-2.30014420433892,"DBX1","down"
"ENSG00000298107",-2.30014420433892,"ENSG00000298107","down"
"LINC02737",-2.30014420433892,"LINC02737","down"
"ENSG00000289303",-2.30014420433892,"ENSG00000289303","down"
"RPL31P49",-2.30014420433892,"RPL31P49","down"
"ENSG00000289904",-2.30014420433892,"ENSG00000289904","down"
"RIPK3",-2.30014420433892,"RIPK3","down"
"TTC9-DT",-2.30014420433892,"TTC9-DT","down"
"ENSG00000258789",-2.30014420433892,"ENSG00000258789","down"
"GOLGA8J",-2.30014420433892,"GOLGA8J","down"
"ENSG00000306338",-2.30014420433892,"ENSG00000306338","down"
"DRC7",-2.30014420433892,"DRC7","down"
"TMEM105",-2.30014420433892,"TMEM105","down"
"ENSG00000238039",-2.30014420433892,"ENSG00000238039","down"
"MCF2L2",-2.29937599609878,"MCF2L2","down"
"KCNK2",2.2977639241185,"KCNK2","up"
"P2RX2",-2.29681234364117,"P2RX2","down"
"LAMP5",-2.29664038952406,"LAMP5","down"
"APC2",-2.29454557479179,"APC2","down"
"CXCL1",2.2942786256313,"CXCL1","up"
"COL13A1",-2.2923622938338,"COL13A1","down"
"PHLDA1-DT",-2.29203915470187,"PHLDA1-DT","down"
"LINC00877",-2.29094037700908,"LINC00877","down"
"TSC22D3",-2.28947197948852,"TSC22D3","down"
"SSTR1",2.28518256731988,"SSTR1","up"
"H1-0",-2.28476536205663,"H1-0","down"
"SOX30",-2.2846312049676,"SOX30","down"
"ALDH3B2",-2.2846312049676,"ALDH3B2","down"
"ENSG00000286426",-2.2846312049676,"ENSG00000286426","down"
"FAM106A",-2.28263024065115,"FAM106A","down"
"LPAR5",-2.28003663089035,"LPAR5","down"
"ZNF677",-2.27821832577276,"ZNF677","down"
"ENSG00000259048",-2.27783404261383,"ENSG00000259048","down"
"PHLDA2",-2.27783404261383,"PHLDA2","down"
"KLK8",-2.27464135518993,"KLK8","down"
"LINC01806",-2.27429455349574,"LINC01806","down"
"SYN3",-2.27367308207172,"SYN3","down"
"NFIB",-2.27319514781031,"NFIB","down"
"CRMA",2.27274546408166,"CRMA","up"
"ENSG00000296925",2.27274546408166,"ENSG00000296925","up"
"ENSG00000309758",2.27274546408166,"ENSG00000309758","up"
"ENSG00000286115",2.27274546408166,"ENSG00000286115","up"
"LINC02928",2.27274546408166,"LINC02928","up"
"CXCL2",2.27274546408166,"CXCL2","up"
"GK3",2.27274546408166,"GK3","up"
"PDCD6-DT",2.27274546408166,"PDCD6-DT","up"
"RNU6-705P",2.27274546408166,"RNU6-705P","up"
"ENSG00000287404",2.27274546408166,"ENSG00000287404","up"
"GCLC-AS1",2.27274546408166,"GCLC-AS1","up"
"ENSG00000295732",2.27274546408166,"ENSG00000295732","up"
"ENSG00000296268",2.27274546408166,"ENSG00000296268","up"
"ST18",2.27274546408166,"ST18","up"
"ENSG00000279518",2.27274546408166,"ENSG00000279518","up"
"ENSG00000279670",2.27274546408166,"ENSG00000279670","up"
"ENSG00000279561",2.27274546408166,"ENSG00000279561","up"
"ENSG00000276412",2.27274546408166,"ENSG00000276412","up"
"ENSG00000297474",2.27274546408166,"ENSG00000297474","up"
"ENSG00000176868",2.27274546408166,"ENSG00000176868","up"
"MEIG1",2.27274546408166,"MEIG1","up"
"ENSG00000279822",2.27274546408166,"ENSG00000279822","up"
"PTGDR2",2.27274546408166,"PTGDR2","up"
"ENSG00000278952",2.27274546408166,"ENSG00000278952","up"
"ENSG00000299737",2.27274546408166,"ENSG00000299737","up"
"LINC00571",2.27274546408166,"LINC00571","up"
"CCDC168",2.27274546408166,"CCDC168","up"
"ENSG00000277245",2.27274546408166,"ENSG00000277245","up"
"ENSG00000302219",2.27274546408166,"ENSG00000302219","up"
"ENSG00000296325",2.27274546408166,"ENSG00000296325","up"
"ENSG00000275910",2.27274546408166,"ENSG00000275910","up"
"LINC02887",2.27274546408166,"LINC02887","up"
"ENSG00000299154",2.27274546408166,"ENSG00000299154","up"
"ENSG00000269139",2.27274546408166,"ENSG00000269139","up"
"ENSG00000273325",2.27274546408166,"ENSG00000273325","up"
"TJP3",-2.27177079124304,"TJP3","down"
"ENSG00000275234",-2.27025087119477,"ENSG00000275234","down"
"MYOZ1",-2.26336174529447,"MYOZ1","down"
"ST8SIA6",2.26209166767234,"ST8SIA6","up"
"RPH3A",-2.26192488210843,"RPH3A","down"
"ENSG00000303022",2.26156172558898,"ENSG00000303022","up"
"ENSG00000278698",-2.26043449453695,"ENSG00000278698","down"
"MT-TP",-2.26043449453695,"MT-TP","down"
"ITGAX",-2.25839966339442,"ITGAX","down"
"TMEM62",-2.2564228269096,"TMEM62","down"
"FMN1",-2.25387305040869,"FMN1","down"
"RAB33A",2.25242547970206,"RAB33A","up"
"IFI16",-2.25215759831491,"IFI16","down"
"GLIS1",-2.25081649197535,"GLIS1","down"
"HSD11B1-AS1",-2.25081649197535,"HSD11B1-AS1","down"
"ENSG00000272769",-2.25081649197535,"ENSG00000272769","down"
"ENSG00000289262",-2.25081649197535,"ENSG00000289262","down"
"ENSG00000303190",-2.25081649197535,"ENSG00000303190","down"
"ENSG00000308298",-2.25081649197535,"ENSG00000308298","down"
"ENSG00000294110",-2.25081649197535,"ENSG00000294110","down"
"ENSG00000289516",-2.25081649197535,"ENSG00000289516","down"
"SIX1",-2.25081649197535,"SIX1","down"
"MIR924HG",-2.25081649197535,"MIR924HG","down"
"LINC01630",-2.25081649197535,"LINC01630","down"
"CYP2B7P",-2.25081649197535,"CYP2B7P","down"
"ENSG00000285018",-2.25081649197535,"ENSG00000285018","down"
"COL6A3",-2.25007398293123,"COL6A3","down"
"NTF4",-2.24401932962159,"NTF4","down"
"CDH15",-2.24242870648263,"CDH15","down"
"ALOX15B",-2.24242870648263,"ALOX15B","down"
"UBBP4",-2.24242870648263,"UBBP4","down"
"MAGEB17",-2.24242870648263,"MAGEB17","down"
"KCNK12",-2.24213860090336,"KCNK12","down"
"P2RX3",-2.24131723104947,"P2RX3","down"
"DOK6",2.24129582545661,"DOK6","up"
"STYXL2",-2.23986619241481,"STYXL2","down"
"RTBDN",-2.23862463034086,"RTBDN","down"
"OTOF",-2.23789192588586,"OTOF","down"
"ENSG00000302622",-2.23233988885905,"ENSG00000302622","down"
"DES",-2.23198026400279,"DES","down"
"HEYL",-2.23156139500676,"HEYL","down"
"ZNF596",2.23031019776126,"ZNF596","up"
"LINC02649",-2.22850633025026,"LINC02649","down"
"SPECC1-DT",-2.22850633025026,"SPECC1-DT","down"
"LRAT",2.22842711453184,"LRAT","up"
"MCHR1",2.226813090712,"MCHR1","up"
"ENSG00000288543",2.22620287814463,"ENSG00000288543","up"
"TPBGL-AS1",2.22620287814463,"TPBGL-AS1","up"
"ENSG00000306831",-2.2226654516612,"ENSG00000306831","down"
"ENSG00000263826",-2.2226654516612,"ENSG00000263826","down"
"TRIM15",-2.2226654516612,"TRIM15","down"
"LINC01607",-2.2226654516612,"LINC01607","down"
"ENSG00000270000",-2.2226654516612,"ENSG00000270000","down"
"ENSG00000272473",-2.2226654516612,"ENSG00000272473","down"
"COMP",-2.2226654516612,"COMP","down"
"ENSG00000283662",2.21890731245411,"ENSG00000283662","up"
"ALPG",-2.21741928209524,"ALPG","down"
"NCAM1",2.21677759607762,"NCAM1","up"
"PCDH9",2.21671142916733,"PCDH9","up"
"RN7SL1",-2.21598337756709,"RN7SL1","down"
"GRIN2B",2.21309482621371,"GRIN2B","up"
"ENSG00000287978",2.21262447164409,"ENSG00000287978","up"
"ENSG00000289935",2.21262447164409,"ENSG00000289935","up"
"PLCL1",2.21262447164409,"PLCL1","up"
"ENSG00000206549",2.21262447164409,"ENSG00000206549","up"
"PRRG2",-2.21120243416267,"PRRG2","down"
"ETV3L",-2.21028552244793,"ETV3L","down"
"ENSG00000277342",-2.20838122565496,"ENSG00000277342","down"
"ENSG00000274943",-2.20838122565496,"ENSG00000274943","down"
"RDH16",-2.20838122565496,"RDH16","down"
"ABHD12B",-2.20838122565496,"ABHD12B","down"
"RAX",-2.20838122565496,"RAX","down"
"ENSG00000299308",2.20659312907673,"ENSG00000299308","up"
"SERTM2",-2.20637678623437,"SERTM2","down"
"ENSG00000286970",2.20614771535264,"ENSG00000286970","up"
"LINC02293",2.20614771535264,"LINC02293","up"
"ENSG00000307343",-2.20446085628361,"ENSG00000307343","down"
"ENSG00000289496",-2.20446085628361,"ENSG00000289496","down"
"LINC00092",-2.20446085628361,"LINC00092","down"
"MS4A15",-2.20446085628361,"MS4A15","down"
"ENSG00000310278",-2.20446085628361,"ENSG00000310278","down"
"BCAS1",-2.20446085628361,"BCAS1","down"
"FAM163A",2.20320453082858,"FAM163A","up"
"ANXA2",-2.20142130844409,"ANXA2","down"
"LINC03112",-2.20064356934442,"LINC03112","down"
"PCDHGC4",2.20036940871418,"PCDHGC4","up"
"ABCC3",-2.19974230738108,"ABCC3","down"
"SOSTDC1",2.1981066631889,"SOSTDC1","up"
"ENSG00000273343",2.1981066631889,"ENSG00000273343","up"
"ENSG00000290931",2.19578348226678,"ENSG00000290931","up"
"HS6ST3",2.19466174440026,"HS6ST3","up"
"TRIML2",-2.19354543174939,"TRIML2","down"
"AJAP1",2.19337244146645,"AJAP1","up"
"RASGRF2",-2.1924508386142,"RASGRF2","down"
"ZNF503",-2.19172174445294,"ZNF503","down"
"ENSG00000274849",-2.19172174445294,"ENSG00000274849","down"
"CHRNB2",2.19127022095003,"CHRNB2","up"
"PTPN14",-2.18866521776321,"PTPN14","down"
"ENSG00000287104",-2.18828470878111,"ENSG00000287104","down"
"NCCRP1",-2.18787797208801,"NCCRP1","down"
"MYO1B-AS1",2.18785656649515,"MYO1B-AS1","up"
"UNC5C",2.18785656649515,"UNC5C","up"
"ENSG00000303551",2.18785656649515,"ENSG00000303551","up"
"ENSG00000233912",2.18785656649515,"ENSG00000233912","up"
"PDCL2",2.18785656649515,"PDCL2","up"
"SNORD100",2.18785656649515,"SNORD100","up"
"CHRM2",2.18785656649515,"CHRM2","up"
"ENSG00000303864",2.18785656649515,"ENSG00000303864","up"
"ENSG00000305060",2.18785656649515,"ENSG00000305060","up"
"ENSG00000268105",2.18785656649515,"ENSG00000268105","up"
"LINC01768",2.18785656649515,"LINC01768","up"
"HDAC2-AS2",-2.18750359184924,"HDAC2-AS2","down"
"PKD1L2",-2.18704841319932,"PKD1L2","down"
"GRHL2",-2.18683285190091,"GRHL2","down"
"C8orf34-AS1",-2.18442310304707,"C8orf34-AS1","down"
"TM6SF1",-2.18442310304707,"TM6SF1","down"
"ENSG00000304958",-2.18230771404506,"ENSG00000304958","down"
"ATF3",-2.18101468681005,"ATF3","down"
"ST8SIA1",2.17994595015231,"ST8SIA1","up"
"ANKRD36BP2",-2.1793813539324,"ANKRD36BP2","down"
"ENSG00000232633",2.17810858994359,"ENSG00000232633","up"
"ENSG00000260850",2.17810858994359,"ENSG00000260850","up"
"PDCD1",-2.17728745655339,"PDCD1","down"
"SP7",-2.1750670712888,"SP7","down"
"CCDC110",-2.17098746819765,"CCDC110","down"
"CDH1",-2.17010686960765,"CDH1","down"
"INSC",-2.1693249938942,"INSC","down"
"ITGA11",-2.1693249938942,"ITGA11","down"
"SERHL2",-2.1693249938942,"SERHL2","down"
"ACTL8",2.16853446909353,"ACTL8","up"
"PCDHGB6",2.16664964738595,"PCDHGB6","up"
"SPTB",-2.16590100975257,"SPTB","down"
"DBH-AS1",2.16394807458717,"DBH-AS1","up"
"FLRT3",-2.16189606377716,"FLRT3","down"
"ICAM5",-2.16079462142361,"ICAM5","down"
"PTGER4",-2.15753980889612,"PTGER4","down"
"TMEM158",-2.15617099184507,"TMEM158","down"
"WNT9B",-2.1547613871594,"WNT9B","down"
"THSD4",-2.15419137725831,"THSD4","down"
"WTIP",-2.15359936249729,"WTIP","down"
"MAP6",-2.15324500530495,"MAP6","down"
"CRB3",-2.15301340725102,"CRB3","down"
"RFX5-AS1",2.15109801648503,"RFX5-AS1","up"
"ENSG00000308641",2.14988871629613,"ENSG00000308641","up"
"ENSG00000261628",2.14988871629613,"ENSG00000261628","up"
"RBP7",-2.14978657174411,"RBP7","down"
"NQO2-AS1",-2.14842682136929,"NQO2-AS1","down"
"ENSG00000258072",-2.14679342743212,"ENSG00000258072","down"
"FUT1",-2.14587708510346,"FUT1","down"
"HPCAL4",-2.14533505476218,"HPCAL4","down"
"ANKRD34A",2.14513126749731,"ANKRD34A","up"
"ENSG00000273284",-2.14402500242164,"ENSG00000273284","down"
"ENSG00000224174",-2.14284173801995,"ENSG00000224174","down"
"CXCL16",-2.14010888969979,"CXCL16","down"
"SPINT1-AS1",-2.1390681343229,"SPINT1-AS1","down"
"PHYHIPL",2.13632626585507,"PHYHIPL","up"
"TMEM200B",-2.13390941871837,"TMEM200B","down"
"ZNF253",-2.13215368123747,"ZNF253","down"
"ITGB8",-2.13084307103212,"ITGB8","down"
"MIR503HG",2.13062038259135,"MIR503HG","up"
"ENSG00000229044",2.12835555474649,"ENSG00000229044","up"
"ENSG00000285041",2.12835555474649,"ENSG00000285041","up"
"LINC02988",2.12835555474649,"LINC02988","up"
"ENSG00000306022",2.12835555474649,"ENSG00000306022","up"
"MIR217HG",2.12835555474649,"MIR217HG","up"
"ENSG00000228528",2.12835555474649,"ENSG00000228528","up"
"ENSG00000302893",2.12835555474649,"ENSG00000302893","up"
"BMP3",2.12835555474649,"BMP3","up"
"ENSG00000285761",2.12835555474649,"ENSG00000285761","up"
"SDK1-AS1",2.12835555474649,"SDK1-AS1","up"
"MEOX2",2.12835555474649,"MEOX2","up"
"SNORA22B",2.12835555474649,"SNORA22B","up"
"ENSG00000302532",2.12835555474649,"ENSG00000302532","up"
"ENSG00000296375",2.12835555474649,"ENSG00000296375","up"
"CIMIP2A",2.12835555474649,"CIMIP2A","up"
"ENSG00000293324",2.12835555474649,"ENSG00000293324","up"
"ENSG00000307651",2.12835555474649,"ENSG00000307651","up"
"ENSG00000270062",2.12835555474649,"ENSG00000270062","up"
"ENSG00000308904",2.12835555474649,"ENSG00000308904","up"
"ENSG00000298290",2.12835555474649,"ENSG00000298290","up"
"MIR4746",2.12835555474649,"MIR4746","up"
"LINC00906",2.12835555474649,"LINC00906","up"
"ENSG00000270001",2.12835555474649,"ENSG00000270001","up"
"ENSG00000287335",2.12835555474649,"ENSG00000287335","up"
"ENSG00000306999",2.12835555474649,"ENSG00000306999","up"
"CECR3",2.12835555474649,"CECR3","up"
"SEPTIN5",2.12835555474649,"SEPTIN5","up"
"ENSG00000295275",2.12835555474649,"ENSG00000295275","up"
"IL9R",2.12835555474649,"IL9R","up"
"SLC2A7",-2.1195719586971,"SLC2A7","down"
"TEX46",-2.1195719586971,"TEX46","down"
"LINC01389",-2.1195719586971,"LINC01389","down"
"ENSG00000309980",-2.1195719586971,"ENSG00000309980","down"
"ENSG00000293716",-2.1195719586971,"ENSG00000293716","down"
"LINC02777",-2.1195719586971,"LINC02777","down"
"ENSG00000287453",-2.1195719586971,"ENSG00000287453","down"
"ENSG00000272691",-2.1195719586971,"ENSG00000272691","down"
"CLCA2",-2.1195719586971,"CLCA2","down"
"BRDT",-2.1195719586971,"BRDT","down"
"ENSG00000295994",-2.1195719586971,"ENSG00000295994","down"
"ENSG00000287839",-2.1195719586971,"ENSG00000287839","down"
"BCAN-AS2",-2.1195719586971,"BCAN-AS2","down"
"ENSG00000287929",-2.1195719586971,"ENSG00000287929","down"
"FMOD",-2.1195719586971,"FMOD","down"
"ENSG00000308105",-2.1195719586971,"ENSG00000308105","down"
"LINC01914",-2.1195719586971,"LINC01914","down"
"ENSG00000304136",-2.1195719586971,"ENSG00000304136","down"
"ENSG00000285755",-2.1195719586971,"ENSG00000285755","down"
"ENSG00000295522",-2.1195719586971,"ENSG00000295522","down"
"NCAL1",-2.1195719586971,"NCAL1","down"
"SCTR-AS1",-2.1195719586971,"SCTR-AS1","down"
"ENSG00000260634",-2.1195719586971,"ENSG00000260634","down"
"ENSG00000307844",-2.1195719586971,"ENSG00000307844","down"
"MYO7B",-2.1195719586971,"MYO7B","down"
"TFPI",-2.1195719586971,"TFPI","down"
"ABCA12",-2.1195719586971,"ABCA12","down"
"TESHL",-2.1195719586971,"TESHL","down"
"SLC11A1",-2.1195719586971,"SLC11A1","down"
"ENSG00000294638",-2.1195719586971,"ENSG00000294638","down"
"ENSG00000304566",-2.1195719586971,"ENSG00000304566","down"
"ENSG00000293420",-2.1195719586971,"ENSG00000293420","down"
"SNTN",-2.1195719586971,"SNTN","down"
"ENSG00000278934",-2.1195719586971,"ENSG00000278934","down"
"LINC01213",-2.1195719586971,"LINC01213","down"
"SAP30P1",-2.1195719586971,"SAP30P1","down"
"CFAP99",-2.1195719586971,"CFAP99","down"
"ENSG00000306685",-2.1195719586971,"ENSG00000306685","down"
"ENSG00000306711",-2.1195719586971,"ENSG00000306711","down"
"LINC02499",-2.1195719586971,"LINC02499","down"
"EREG",-2.1195719586971,"EREG","down"
"ENSG00000310386",-2.1195719586971,"ENSG00000310386","down"
"PCDH10-DT",-2.1195719586971,"PCDH10-DT","down"
"ENSG00000278981",-2.1195719586971,"ENSG00000278981","down"
"RXFP1",-2.1195719586971,"RXFP1","down"
"ENSG00000305757",-2.1195719586971,"ENSG00000305757","down"
"ENSG00000288728",-2.1195719586971,"ENSG00000288728","down"
"SORBS2-AS1",-2.1195719586971,"SORBS2-AS1","down"
"F11-AS1",-2.1195719586971,"F11-AS1","down"
"LINC02982",-2.1195719586971,"LINC02982","down"
"LINC02150",-2.1195719586971,"LINC02150","down"
"ENSG00000279691",-2.1195719586971,"ENSG00000279691","down"
"MIR3661",-2.1195719586971,"MIR3661","down"
"ECSCR",-2.1195719586971,"ECSCR","down"
"PCDHA2",-2.1195719586971,"PCDHA2","down"
"ABLIM3",-2.1195719586971,"ABLIM3","down"
"SLC6A7",-2.1195719586971,"SLC6A7","down"
"LINC01202",-2.1195719586971,"LINC01202","down"
"LINC01574",-2.1195719586971,"LINC01574","down"
"ENSG00000288851",-2.1195719586971,"ENSG00000288851","down"
"H4C1",-2.1195719586971,"H4C1","down"
"ENSG00000288805",-2.1195719586971,"ENSG00000288805","down"
"MSH5-SAPCD1",-2.1195719586971,"MSH5-SAPCD1","down"
"ENSG00000289456",-2.1195719586971,"ENSG00000289456","down"
"ENSG00000260271",-2.1195719586971,"ENSG00000260271","down"
"ENSG00000288560",-2.1195719586971,"ENSG00000288560","down"
"ENSG00000236366",-2.1195719586971,"ENSG00000236366","down"
"ENSG00000309666",-2.1195719586971,"ENSG00000309666","down"
"RAET1G",-2.1195719586971,"RAET1G","down"
"KIF25",-2.1195719586971,"KIF25","down"
"ENSG00000293573",-2.1195719586971,"ENSG00000293573","down"
"RPL31P34",-2.1195719586971,"RPL31P34","down"
