""	logFC	AveExpr	t	P.Value	adj.P.Val	B
LINC02984	-4.89329149458938	0.812717675698276	-8.98918050946046	0.000103802761622782	0.000268440968469474	2.02582403766666
ZNF454	9.17729572549306	-2.98381276730285	8.98899985551928	0.000103814561136991	0.00026844369648588	1.69555417366936
FAM114A1	-2.34600839581234	3.31575460899168	-8.98843199823829	0.000103851661149478	0.000268511839196788	2.00755300684828
PSORS1C2	5.33172893153165	-1.63562559478235	8.98167525202095	0.00010429427959732	0.000269628340382806	1.86688630531594
SLC10A4	-3.63767657786092	2.18607991984135	-8.9807709531573	0.000104353683300192	0.000269754001404242	2.03177618019162
STAG3L4	-2.76149736931833	3.13169872366054	-8.98029104155106	0.000104385224736908	0.000269807619990369	2.0095881144989
FANCB	-2.79449950383249	2.94134811757815	-8.97770229872495	0.000104555555883035	0.000270219924297275	2.01445916641711
IPP	-2.86270296549971	2.72647008821033	-8.97580506227744	0.000104680592016229	0.00027051509215282	2.01933218881161
NDUFA11	-3.7352164911736	3.40323133090683	-8.9733948326889	0.000104839685866822	0.000270898201644088	1.99396990445488
GPC2	-4.78409921020515	5.03934157841535	-8.97239830827996	0.000104905545828379	0.000271040347153693	1.90087928541087
ENSG00000307397	7.05467031282232	-3.79763790225534	8.97079010588707	0.000105011932229494	0.00027128715901372	1.559121871233
MKS1	-3.80684819837799	4.14246960152586	-8.96856697764157	0.000105159202765179	0.000271639528730897	1.95163595506363
NECAB1	-3.34257889270185	2.71074733021773	-8.96734026419092	0.000105240568230947	0.00027182160205541	2.0143310129871
FABP3	-4.05181146397883	3.85507137703554	-8.96624306218036	0.00010531340509057	0.000271981611823733	1.9665404361787
CD99P1	-3.77242027896405	2.87671580744826	-8.96340544259007	0.000105502048411015	0.000272438824232982	2.00727471211735
LINC01819	5.15417002707703	-2.86142626883887	8.96325214929456	0.000105512250371371	0.000272438824232982	1.70133491208411
CTBS	-3.76663105617955	3.07180796314099	-8.96287870095194	0.000105537108839948	0.000272474850393434	2.00053394104703
TRAPPC9	-3.76039679731684	4.1953380122893	-8.96099314119232	0.000105662723898446	0.000272770974775653	1.94348211125507
TOLLIP	-4.65928606344099	4.79656245548863	-8.96067967775198	0.000105683623419717	0.000272792909847168	1.90712079497747
ZNF577	-3.34922739195087	3.01687034808796	-8.96053819202242	0.000105693058250104	0.000272792909847168	2.00094060184748
NDRG1	-3.26090560382832	2.76831968419566	-8.95907938925936	0.000105790393778733	0.000273015927917351	2.00757008140646
APTR	-2.73164242899048	2.62534165008738	-8.95888085725755	0.000105803648411446	0.000273021932649408	2.01096028041438
PSKH1	-5.26385298482136	5.71396168674767	-8.95635498453897	0.000105972451377193	0.000273429280719589	1.85395875993458
AMN1	-3.72121693673094	3.63743560190821	-8.95297693796746	0.000106198691319325	0.000273984727790378	1.96935842214099
FAM72D	-4.03356809295205	3.53864855578244	-8.94782649763051	0.000106544709779324	0.000274849047922212	1.97090331191279
ZNF584	-2.76830407590375	2.79371293696072	-8.94705826828828	0.000106596432753037	0.000274954085887041	1.99918315692902
PRDM11	-2.49202966780753	3.11601937692916	-8.94646091905594	0.000106636670842534	0.000275026193446834	1.98830045299557
SLC25A11	-5.54933155942281	6.15870992962816	-8.94631646315081	0.000106646404183194	0.000275026193446834	1.826095172139
INPP5D	-4.23298864633774	3.74281578846194	-8.94447684727856	0.000106770446060011	0.000275317661715689	1.9582455845521
KCNMB2-AS1	-3.54248271861063	1.94171569643128	-8.94303080326785	0.000106868067137043	0.000275540948333528	2.00990495536711
STON1	-2.91636509415469	3.69258222630894	-8.94164444078694	0.000106961756007245	0.000275754051396657	1.95904114178139
PKP2	-2.26931567210805	3.97103668066362	-8.93980866728841	0.000107085961645988	0.000276045776492298	1.94249290897384
BYSL	-4.47894350249957	5.04178914923218	-8.93810914726459	0.00010720109714486	0.000276314062835775	1.87749758898684
CCDC160	-5.28752969533832	3.57883622532006	-8.93496285347639	0.000107414623301746	0.000276835872557336	1.96046954363766
PAXIP1-DT	-2.89223133908918	3.04619771296407	-8.93451831966765	0.000107444831602054	0.000276885164801003	1.98311575597874
MCAM	-4.09791662893375	4.68895961842699	-8.93409801111453	0.000107473402702508	0.000276930228250769	1.89556346531144
POU6F1	-3.4763458905536	3.06248646012552	-8.92965210822388	0.000107776157672937	0.000277681708085042	1.97938169814892
NUDT7	-4.136500365657	3.11362689437802	-8.92904758998576	0.000107817399917042	0.000277759323523136	1.97710054649604
PPP1R3F	-3.76756365001227	3.18764887498103	-8.92591314607294	0.000108031534688594	0.000278282282983795	1.97218827483081
VPS37C	-3.93496739898695	4.45933449804019	-8.92526933370711	0.000108075578607841	0.00027836703669467	1.90357257725195
ZNF780B	-2.56517099974813	3.096230055674	-8.9247789387311	0.000108109140992303	0.000278424778739481	1.97498328481308
MAST3	-2.90426557191959	3.4443710662202	-8.92395742174389	0.000108165392185724	0.000278528484219262	1.95976263896386
RCC1L	-4.91222404907778	5.79091221231422	-8.92386525473059	0.000108171705186499	0.000278528484219262	1.82791213998047
NUCB2	-4.77104270906294	4.61353799785473	-8.92284845660775	0.000108241379267378	0.000278679165253109	1.89254988721491
STEAP3	-3.75930377183984	4.788967549608	-8.91953624639892	0.000108468701713069	0.000279235656218373	1.87975513391237
S1PR5	-3.01498587293324	2.80077548862744	-8.91840247665706	0.000108546640873923	0.000279407508303533	1.98058762834871
TMED3	-4.64744354778255	5.53272543752436	-8.91562822705474	0.000108737625162414	0.000279870281967421	1.83527605907619
RUFY2	-3.69862940996589	3.62900357023505	-8.91351622312433	0.000108883279567563	0.000280216301680675	1.94378533291153
KRIT1	-3.02865399455191	3.12204590502303	-8.91226537040724	0.000108969650933491	0.000280406191508523	1.96587622336301
MRAP2	-3.22508402310262	2.86993424312472	-8.91212263750158	0.000108979511669379	0.000280406191508523	1.97449334510793
SYP	-3.19343544366346	3.45048632380278	-8.91138785510961	0.000109030290597224	0.000280507958014731	1.95122073490171
TMEM144	-2.96459954678804	2.67857766794471	-8.90720339958937	0.000109319989198608	0.000281224321472202	1.97668257985765
EFCAB7	-3.41997605770157	2.64808108069369	-8.90651076681428	0.000109368027345134	0.000281318932893116	1.97699099535507
UBE2QL1	-3.44804154786712	2.29208892962844	-8.90442090882702	0.000109513119122406	0.00028166314269654	1.98250070342576
PPP2R5CP	-2.77578447039507	2.18503713602963	-8.90412054812249	0.000109533990422177	0.000281687824673975	1.98367778267707
ENSG00000259865	-3.2762622364446	2.21025499851373	-8.90368104402941	0.000109564538723445	0.000281737385288858	1.98310605822444
ST6GALNAC3	-5.5562776075685	5.35981644631886	-8.90300825076405	0.000109611321158438	0.000281822265247566	1.83582548864658
LINC01138	-4.19784727490038	3.20088554692224	-8.90288192401516	0.000109620107816036	0.000281822265247566	1.95664636460893
ENSG00000291178	-3.49355727927296	3.16662845924178	-8.90216980944647	0.000109669654172761	0.000281920633794861	1.95755749039308
LINC00205	-3.71173780875111	3.96620844486483	-8.90176222410545	0.000109698024128091	0.000281964550907019	1.91743315842549
REEP2	-4.56904465971321	5.04465189210744	-8.89659837202892	0.000110058188908936	0.000282861206840949	1.8490773599429
HYAL2	-4.97001085437273	5.59954908145554	-8.89518882589928	0.000110156738169009	0.000283085367868189	1.8177872765141
LINC01315	-2.75747509288393	3.25651001428288	-8.89316843223977	0.000110298173036375	0.000283419680668599	1.9479875286881
ZNF615	-3.30249374575184	3.47409422448736	-8.89271171543391	0.00011033017392978	0.000283472754572359	1.9378016227864
PIP4P1	-5.05757042440604	5.0554529260129	-8.89035475682465	0.000110495490150361	0.000283868311148238	1.84419722200653
RAB33A	-3.43839737596055	2.90662405247604	-8.88944130750463	0.000110559636081491	0.000284003901692367	1.95867427065044
CLCN2	-2.94371433896136	3.69306847594606	-8.88918086633174	0.000110577933144808	0.000284021700595237	1.92431155464998
MICU3	-3.97190712118109	3.04741231131381	-8.88836259075504	0.000110635443133758	0.000284140204693031	1.95311840971065
CHAC1	-6.57649748885339	6.17526216770979	-8.88508779516306	0.000110865948209445	0.000284702934532302	1.78313742326862
ENSG00000280071	-4.2970981412033	4.72373168730913	-8.88281273761	0.000111026410707163	0.000285085698366676	1.85874314766921
SLC24A1	-3.24018198860508	3.48919418293003	-8.88174280938445	0.00011110196675522	0.000285250389211017	1.92983206800612
ENSG00000288953	-3.22070183852728	1.70234742833812	-8.87695967477386	0.000111440468657453	0.000286090081066359	1.96922625401943
SLC25A35	-3.11734276863611	2.50061400402579	-8.8763237119514	0.000111485565348814	0.000286176447618901	1.96098075665516
ENSG00000288962	6.12886191694341	-4.84961697395925	8.87532931713819	0.000111556121031498	0.000286328141344867	1.37087976977173
SERGEF	-3.05705904302612	3.57213693544411	-8.87325482436125	0.000111703479443607	0.000286676911188402	1.92007076654061
DGKH	-3.92692718454912	3.02581325738425	-8.86542807933694	0.000112261468449907	0.000288079347550583	1.93896472671164
DHRS13	-4.1127479165988	4.46010483437224	-8.86392984810179	0.000112368648056064	0.000288324771801653	1.86209240485394
NAALAD2	-4.63679011638978	3.21940385341245	-8.86183305170298	0.000112518846011157	0.000288680514350252	1.92901038194165
LINC00491	-3.04033566838899	2.71571194173181	-8.8606369760318	0.000112604627309292	0.000288870932199954	1.94573849382886
STX4	-3.81341537563357	4.22759626252206	-8.85810596480457	0.000112786397979991	0.000289307532559764	1.87252916526398
LYSET	-2.92670283706739	3.41723869890554	-8.85712945319969	0.000112856619110254	0.000289457937773389	1.9170418676093
PRMT7	-4.1535733957629	5.07259947408874	-8.85676217781686	0.000112883043019374	0.000289495991253957	1.82023682050635
ENSG00000289113	-3.69813640712345	4.18570379673385	-8.85496674357488	0.000113012319820064	0.000289797782857895	1.87296698768821
NGRN	-3.13385085272401	4.62079166822052	-8.85396371346827	0.0001130846155349	0.000289953410768057	1.84539566286948
PLXNA4	-3.59000550422275	2.3161469154257	-8.85312110531468	0.000113145389758887	0.000290079468213036	1.94954351681834
ENSG00000250519	-3.40495680057971	3.09411675424796	-8.85243530882917	0.000113194881585356	0.000290176577214092	1.92791259511492
LEF1	-5.5147340703683	1.44214545367802	-8.84939471523316	0.000113414613329085	0.000290692171274541	1.9512466986719
RPL10P9	-3.91666215919016	4.80352920004209	-8.84933021608988	0.000113419279762417	0.000290692171274541	1.83109703346249
MEDAG	-2.70963636727458	2.30900363460892	-8.84627428088082	0.000113640627298443	0.000291226976580981	1.94529061838328
LIN7A	-4.6197290268591	4.25194788372141	-8.84612769048472	0.000113651257671492	0.000291226976580981	1.86293176168221
PRKAA2	-3.75075651242315	4.23464562087834	-8.84531101064619	0.000113710502303792	0.000291348906733458	1.86345232678394
SLC25A16	-2.81010730214992	2.60488235260709	-8.84443114526176	0.00011377437054724	0.000291460371459348	1.93814139466913
PID1	-3.34346348707206	2.02952000692709	-8.84439028411211	0.000113777337609791	0.000291460371459348	1.94751099673504
MAGEB17-AS1	6.82074039221123	-2.28417421426231	8.84230960518732	0.000113928540773001	0.00029179835976034	1.71995110950833
PRKD1	-2.73523928304938	2.67175093167269	-8.84225328398643	0.000113932636866079	0.00029179835976034	1.93503838950487
DEF8	-4.64024455458111	5.45306006850795	-8.84115967602834	0.000114012205831785	0.000291972217148555	1.78828768123833
GCC1	-3.7819706301624	4.26681607166981	-8.8401146862946	0.000114088297399864	0.000292137134594466	1.85794057393012
SURF1	-4.2052330464182	4.74472358137419	-8.83897121967334	0.000114171626844137	0.000292320549812864	1.82760062801135
HGS	-5.28159057649993	5.92439466692003	-8.83773343529419	0.000114261908890292	0.000292521726787075	1.76198903514882
RHBDL3	-4.70857093318083	4.60257463726277	-8.83470326504567	0.000114483273000223	0.000293058411130897	1.83341025893446
TP53I3	-4.84673141176261	4.95212880999282	-8.83362663724941	0.000114562043516956	0.000293230006682473	1.81145725352192
C3orf52	-3.06425546029425	3.52569944108352	-8.82951258831726	0.000114863621480351	0.00029397180076471	1.89340000556718
LANCL3	-3.49764206730776	0.609001239541624	-8.82820247067001	0.000114959851326306	0.000294187946895056	1.92481714573131
NCS1	-4.93919621774353	5.87091238684098	-8.8274521318463	0.000115015006627097	0.000294298947723412	1.75745818562458
ENSG00000225889	-2.53984098797436	3.93494061274071	-8.82418945000545	0.000115255192903935	0.000294883332259284	1.86728259318218
PRANCR	-2.63355825669926	2.35243333687108	-8.82129067297585	0.000115469076029639	0.00029540030672993	1.92858101081771
MIR34AHG	-3.1938915698448	1.67799640174941	-8.81925147805447	0.000115619810523657	0.000295742489471739	1.93322546486387
CAB39L	-2.64729629282856	3.0591457309452	-8.81916096419263	0.000115626506450526	0.000295742489471739	1.90744759992502
ZNF596	-4.2286422388579	0.578327283153624	-8.81829334986928	0.000115690712520454	0.0002958764214977	1.91807367574999
PC	-5.1026635870198	4.721869264134	-8.81690255376581	0.000115793721552777	0.000296109553661677	1.81388652739106
SETD1B	-4.08644102560152	4.27261525060349	-8.81345121610199	0.000116049802140312	0.00029673403507047	1.83950390952086
P4HTM	-3.26238194790858	3.2034233230327	-8.81160884922584	0.00011618676889824	0.000297053851223253	1.8966260391516
NPIPB6	4.38381448895663	-1.19172012442675	8.81067789514005	0.000116256049660877	0.000297200567351616	1.81945836419622
HNRNPKP2	-3.3373164148354	3.80599463709196	-8.80707215166053	0.000116524836522346	0.000297857224849018	1.86324146545317
SHF	-4.44990002922507	4.48736785268172	-8.80476569719477	0.000116697145480281	0.000298267159353384	1.82013687979315
PPP1R15A	-3.8343660020283	3.94011326160843	-8.8039791278142	0.000116755975227875	0.000298386997247671	1.85336212672424
RNF144B	-2.7608794452035	2.80678307729205	-8.80273554548065	0.000116849056171423	0.000298594335623077	1.90547962054007
DPH2	-4.3970538341948	5.62407920020904	-8.80207811055002	0.000116898299176192	0.000298689620230924	1.75221558906479
ENSG00000303047	5.01982101897538	-3.00515665189476	8.80134675260205	0.000116953107307446	0.000298792714439719	1.6040571502879
ENSG00000293476	5.15300469778097	-2.21070449563472	8.80122057708615	0.000116962565931014	0.000298792714439719	1.70823801000585
PAQR5	-2.43966757398196	3.94779928883112	-8.80100465488138	0.000116978754376735	0.000298803516956174	1.85089863387641
ZNF230	-2.70550051360808	2.18756547123179	-8.80013533267153	0.000117043956703798	0.000298939502585125	1.91763348653666
PTGR2	-3.4052863523622	3.61792841202368	-8.79861233364581	0.000117158288384821	0.000299200927834649	1.86797795757884
NHSL2	-6.15522825996675	4.9339323884574	-8.7977311343788	0.000117224499004615	0.000299339419780386	1.78787046805395
RXRB	-3.70494844014272	3.91527609927751	-8.79756268997646	0.000117237160321876	0.000299341156206616	1.85050118332284
DBNL	-4.81028424340238	5.48572049810513	-8.79647686502443	0.000117318815521546	0.000299519036070948	1.75562296113101
AFP	4.79056072500471	-1.42138264167069	8.79429484515185	0.000117483104469928	0.00029990782487756	1.7898236301731
HDAC2-AS2	-2.53158469482935	3.08895231557389	-8.79252474620392	0.000117616574242378	0.000300217867886348	1.88876078652299
CCL25	4.79074640135431	-1.75150076698024	8.78445244600613	0.000118227470097878	0.000301746359477514	1.75161792473972
SLC12A4	-4.3498366549454	4.93250695447661	-8.78271685547623	0.000118359294390522	0.000302051952099367	1.7776074292735
PCCA-DT	-4.12685717713065	3.87297681063938	-8.78178156833296	0.000118430403172823	0.000302202552637096	1.8423453068845
WDR91	-3.49074691405956	3.65095999266458	-8.77759859380906	0.000118749034223244	0.000302984668201954	1.85211062364077
F8A1	-5.85926755036111	4.4464142586492	-8.7769041295594	0.000118802029649564	0.000303088931763985	1.80368233249788
GUCY2F	6.0377420938143	-3.4710782330049	8.77629429077575	0.000118848589728295	0.000303176757787596	1.52396871980444
MOGS	-4.8148243083819	5.76275537584238	-8.77555015553492	0.000118905431646841	0.000303290791655402	1.72665759187677
CFAP20DC	-3.15675610646344	3.445385333983	-8.77482340605227	0.00011896097583592	0.000303401492474952	1.8609998534029
CHP2	10.9885865628089	-3.06526493295607	8.77443894949833	0.00011899037129549	0.000303445487031388	1.58268767572241
TMEM201	-4.58547277710742	5.0792329361279	-8.77396259499412	0.000119026804888617	0.000303504343524358	1.76282772104612
CCDC171	-2.60066856001293	2.40970325853157	-8.77381956882411	0.000119037746645661	0.000303504343524358	1.89693650816132
BRF2	-3.52760580167432	3.54559768714989	-8.77252238284222	0.000119137036750763	0.000303726502671538	1.85433309906762
APOL2	-3.50447911700962	3.81941222649188	-8.77149646495357	0.000119215631007789	0.000303895860126376	1.83851645218184
ENSG00000277998	-4.95771165780473	3.59259592469068	-8.76916267909622	0.00011939464250972	0.000304321133285333	1.84959744867015
ENSG00000298676	6.86135333212358	-4.08781818602841	8.76880113131701	0.000119422402556514	0.000304360839077012	1.42254755160079
TRIM61	-2.51653678038904	3.02031320524084	-8.76539829175906	0.000119684041990741	0.000304971860870328	1.87354768306267
ARFGAP1	-4.87671772693984	5.634982878047	-8.76536554269096	0.000119686563233812	0.000304971860870328	1.72610729507736
CCDC141	10.2766392845096	-1.52744076561913	8.76208121020275	0.000119939725022608	0.00030558577299254	1.76233256006236
USP49	-3.76851498543382	3.4048146454409	-8.75964901695013	0.000120127601113853	0.000306033240157898	1.85286910181202
SLC15A2	-2.92616459864021	1.86173097117348	-8.75847015235483	0.000120218785429846	0.000306234312314363	1.89432046238992
HOOK2	-3.02475305692512	4.04872934524952	-8.7578464859003	0.000120267057904731	0.000306326044927291	1.81558845839427
MTCO1P12	-8.41448238096966	4.0723868806657	-8.75545180297576	0.000120452617129432	0.000306767399221379	1.81249926911638
ENSG00000304328	-3.8492653403055	4.53590421984408	-8.75472174319418	0.000120509253764169	0.00030688035837774	1.78280940389043
LZTS1	-4.25054301448959	4.8823745364007	-8.75426598841713	0.000120544625936496	0.00030693914944939	1.76095729064661
DUSP23	-3.19976276659429	3.80011766389784	-8.75281389712305	0.000120657406057418	0.000307195009980488	1.82700642156655
MFSD4B	-2.69294747241114	2.59669585675033	-8.75122085962466	0.000120781273301265	0.000307474093417723	1.87791374762908
GOLGA8A	-3.70675573453854	3.54602327577385	-8.75108767565425	0.000120791635722661	0.000307474093417723	1.83993371387175
ZNF287	-2.94621050388036	3.1576110427687	-8.74473555502351	0.000121287058873165	0.000308703736642947	1.85429349347625
PURG	-3.56488488808481	3.00733153360124	-8.74246588122297	0.000121464647077668	0.000309124247997196	1.85889202416286
LRRC3B	-3.45546883127759	3.01547936225248	-8.74134106538682	0.000121552768368565	0.000309317006001244	1.8578347615135
ENSG00000289144	-4.15175430469781	1.55669362221575	-8.73870203269924	0.000121759807713767	0.000309812306336771	1.8826245985469
CYTOR	5.70700709630694	-1.29788571200903	8.73577672810848	0.000121989781956623	0.000310365856660312	1.76921520344662
TOMM40	-5.98142305817435	6.82359810973158	-8.73533208566045	0.000122024781638885	0.00031042329136197	1.65034024514045
FAM20C	-5.46329439520517	4.99684325839155	-8.73437914669239	0.000122099830549962	0.00031058258668909	1.74026511058679
METTL18	-3.11945318154831	3.1440256242702	-8.73293854439226	0.000122213386715788	0.000310839789647484	1.84703214406603
MGC32805	-3.59186344191233	1.72292607819298	-8.73028390290563	0.000122422959700945	0.000311341126340431	1.87709926776543
CYBRD1	-2.89531230783915	2.82449110372773	-8.72573102589668	0.000122783357590841	0.000312225893745502	1.85441411338546
ENSG00000303486	5.72614329955104	-4.0551648176992	8.72476693634433	0.000122859830362162	0.000312388561140673	1.40843564154764
SRSF12	-3.51591954874665	3.49890420138701	-8.71835532581559	0.000123369808736001	0.000313653332803526	1.8204031818551
PCSK6	-2.51593124466341	2.59126901002316	-8.71801648108996	0.000123396828322973	0.000313690105700158	1.85636505068341
TGFBI	-3.49453575177531	4.33297484367012	-8.71693927631274	0.000123482770382235	0.00031387664413773	1.769748538463
NAPEPLD	-3.43813107156886	2.57805079681738	-8.71665901462313	0.00012350514168244	0.000313901572715574	1.85582911863774
ARHGEF25	-3.71467235004674	3.03073416468677	-8.71459021677224	0.000123670423988184	0.000314289682933658	1.83950231302801
MIR924HG	6.39562796402284	-2.53381927539594	8.7138732046967	0.000123727767772921	0.000314403432672769	1.62399513583491
XKR5	-2.55842626171657	2.81670985901387	-8.71241389824099	0.000123844572188587	0.000314668238742973	1.84589238375927
MTUS1	-3.18208317077322	2.75733619331441	-8.70914726109624	0.000124106499097219	0.000315301685320817	1.84567905644152
SLC16A10	-2.93698752917624	3.08800187850232	-8.70889395357145	0.000124126836622512	0.00031532128990105	1.83339082725573
BDH1	-3.60913863259141	4.03859770150214	-8.70857161238235	0.000124152722279693	0.000315354983065866	1.78261966736273
BORCS7	-3.30193060098094	2.27388900139722	-8.7073814590442	0.000124248351734699	0.000315565804588768	1.85654766976876
WNK2	-4.69572752427394	5.71175549174725	-8.70474825243748	0.000124460233734245	0.000316071811304775	1.67969923087122
ENSG00000256663	-3.23152636513704	3.90428150313685	-8.70206480712839	0.000124676587592773	0.000316589070476454	1.78638590845174
LINC01980	-3.61067811119714	2.38362218250241	-8.70121224042668	0.0001247454170151	0.000316731656372486	1.85037683972607
RSAD1	-4.73578334100779	5.09271777174135	-8.70054192124326	0.000124799564042041	0.000316836938118722	1.71102544318075
LMLN	-4.21908620422247	3.54956597917865	-8.69943488951579	0.000124889047258796	0.00031703189968642	1.80494815965518
ENSG00000289478	4.99647568162823	-2.66192551292244	8.69735372570513	0.000125057471837847	0.000317427194594815	1.59941496740578
CKMT2-AS1	-2.54267918842523	2.60824340953981	-8.69492738465446	0.000125254162193635	0.000317894147525984	1.84076133407396
ZBTB49	-2.65352473902492	2.36322768782184	-8.69297124190757	0.000125412996236064	0.00031826493630897	1.84543846855336
ENSG00000248605	-5.96131053420794	5.74883846189727	-8.69211157979881	0.000125482872270186	0.000318409920861094	1.66890013163732
ZFAND2A	-2.67510806347121	2.21746727868137	-8.69108521417778	0.000125566357375899	0.000318589405167	1.84696972035871
UBXN11	-3.24989198227526	2.99200909885111	-8.68987247994535	0.000125665084477536	0.000318785812202386	1.82459207985657
RPL23P6	-5.73225322259162	3.18347423094327	-8.68982088282523	0.00012566928691888	0.000318785812202386	1.8165385662835
C19orf44	-2.71806849267658	2.56146598832051	-8.68875350010321	0.000125756258673899	0.000318974047381592	1.83798148952623
TMEM25	-2.84668648376778	3.18915852242557	-8.68393639079541	0.000126149628748972	0.000319939328460493	1.81234525873993
PTOV1	-5.74984364214506	6.62264562375238	-8.68088323786343	0.000126399687999861	0.000320540987108051	1.62030604583116
RNF103	-3.5028747136167	3.22892959638049	-8.68050976146559	0.000126430315725599	0.000320586116724689	1.8082478381654
DDX39A	-5.51840109271589	6.24528641001315	-8.67980853195726	0.000126487844694596	0.000320699443053561	1.63627251107678
LINC00954	5.1007033319157	-3.1768224419444	8.67831090448989	0.000126610811510367	0.000320978641783359	1.52077821524579
LSM7	-5.52081807057841	5.38515565794842	-8.67795277797374	0.000126640236918953	0.000321020665501535	1.6783552892121
FCHSD1	-3.9636347587772	4.1440871485161	-8.67771863590359	0.000126659479434257	0.000321036870669117	1.75481859086058
TMTC2	-3.55468666072046	2.82120770360279	-8.67639232751304	0.00012676854328473	0.000321262048392889	1.82191455586637
ENSG00000308129	6.73745391593615	-4.6458849037365	8.6761692786206	0.000126786895499275	0.000321262048392889	1.30546562121021
ENSG00000233242	6.73745391593615	-4.6458849037365	8.6761692786206	0.000126786895499275	0.000321262048392889	1.30546562121021
TVP23B	-3.53314120268339	3.84955382948617	-8.67550872709652	0.00012684126294145	0.000321367215630178	1.77156711097509
IFT70B	-2.59601549689556	2.61864653209946	-8.67378366761701	0.000126983372913854	0.000321694644988818	1.82655950780187
STX10	-3.44742091476443	4.13253965702317	-8.67127301559093	0.000127190528430086	0.000322186775047883	1.75112273516745
MPZL2	4.13972146887537	-0.00615669796716247	8.66961606958507	0.000127327457861791	0.000322500933416361	1.81054045007322
CCNP	6.7256324115479	-4.23842076329102	8.66363994601768	0.000127822738637042	0.000323722585109767	1.35132016431894
TNFRSF8	-5.17732681993783	5.19675251680175	-8.66312952076236	0.000127865143959792	0.000323797157580727	1.67872316107692
WDR72	-2.67284625823182	2.932497231955	-8.66056348177346	0.000128078572673517	0.00032430475926575	1.80737018479483
CRADD	-3.02884645486013	2.91108400497642	-8.65797902791364	0.000128293948925366	0.000324817188888463	1.80645700753896
DCAF15	-5.20202522040647	5.95499145226533	-8.65595953668661	0.00012846253492664	0.000325211062175214	1.6330867811636
DUSP10	-3.3645607390464	1.81562651347255	-8.65542071934279	0.00012850755831664	0.000325292080748019	1.82881657691966
FAM72A	-4.64720505670228	4.45153740006889	-8.64988454964607	0.000128971215615868	0.000326432666492437	1.71578769257987
RPL31P4	-3.70013356974682	1.88507890538518	-8.64794836597676	0.000129133827759527	0.000326811137838738	1.82342656139249
LINC00869	-3.29614115005732	2.3782974807359	-8.64763456372446	0.000129160205013604	0.000326844784975172	1.81547743202992
GAPLINC	5.89197208625151	-3.45257301427344	8.64625337018197	0.000129276377878043	0.000327105633472254	1.46581541630967
SLC35A1	-3.54723446634882	2.67851911206357	-8.64586571666056	0.000129309005284979	0.000327155057016701	1.80634303437601
AZGP1	6.65959748590023	-2.51680583416925	8.63944798104408	0.000129850547158967	0.000328491906664605	1.58837400279843
CAVIN3	-2.91605263788436	2.79005014466188	-8.6387007733	0.000129913768125699	0.000328618566655104	1.79795233163953
PMEL	-3.70005464653638	5.80861016365095	-8.63848024766788	0.000129932433508363	0.000328632508480758	1.62800897780218
AFAP1L1	-2.54331143929257	3.21811435682693	-8.63753492856503	0.00013001248080948	0.000328801682411584	1.77983901044428
INTS1	-5.54713993915905	6.93743491090579	-8.63632139197529	0.000130115323586527	0.000329028466041073	1.57522869687059
MIXL1	-3.06993417334163	1.54516147681195	-8.63425593941224	0.000130290579176305	0.000329438298769436	1.81643706665248
RIMKLA	-4.61509875319289	5.00928283446771	-8.633404837494	0.00013036287525527	0.000329587742904034	1.66900671352081
SPOCK2	-3.16708782198631	2.62301508020781	-8.63158414243603	0.000130517688119741	0.000329945757359467	1.79855682480575
UCK1	-4.30320978615125	4.95706632665909	-8.62942741794904	0.000130701348136454	0.000330376616940627	1.66943419442147
ENO3	-3.73426968113031	3.57236656476725	-8.62624166921991	0.000130973182871624	0.000331030247937751	1.7540094476224
IFFO2	-2.7459394762124	3.56355948957712	-8.62540031614183	0.000131045083077763	0.000331178470120862	1.75392483364224
ENSG00000226398	7.0839679543331	-3.61206156062479	8.62407450713462	0.000131158476342859	0.000331431513396378	1.43172321646143
TRIM11	-4.54136873685179	4.50952721580997	-8.62387358830866	0.000131175670331043	0.000331441438870426	1.69390090551338
LTB4R	-3.03708812000289	2.19857227255685	-8.62229550209425	0.000131310808412872	0.000331749341428576	1.80250640180669
DGKZP1	-4.6097622208057	5.40045171631021	-8.62186882973124	0.000131347373740792	0.000331808168406466	1.63797395002611
DENRP1	-3.92967489234239	2.96432612162932	-8.61957702227548	0.000131543980262197	0.000332252515221341	1.77872790450274
MXD4	-3.61827960320284	4.54761801129453	-8.61950846099907	0.000131549867137748	0.000332252515221341	1.68840862869171
HEY1	-2.77415784882496	2.1605894308231	-8.61325727795975	0.000132087892762231	0.000333577672371534	1.79726540022297
SLC51A	5.1996408658357	-0.583270648315491	8.61303611133686	0.000132106974570054	0.000333592141970713	1.75081435735018
NOSIP	-5.06010072045991	5.35514058196928	-8.60685969723558	0.000132641150743106	0.000334907176368444	1.62994517798672
GRK6	-4.97987082264051	5.76294866053036	-8.60394294736001	0.000132894276714015	0.000335512389796176	1.60579876716682
TGFB1I1	-2.88053352307123	2.92328332423859	-8.60295311826617	0.00013298030432763	0.000335695657605488	1.76919434951705
ZNF235	-3.06258395615835	2.08670355399263	-8.5999548549936	0.000133241280727607	0.000336320484713936	1.78977969067881
PDE6B	-2.56169096789557	2.77210726990834	-8.59789357335303	0.00013342104288944	0.00033674020967267	1.77135987988061
PHETA2	6.67504407208857	-2.21821914388947	8.59667195538552	0.000133527711019382	0.000336975387081641	1.60156368335075
