""	logFC	AveExpr	t	P.Value	adj.P.Val	B
RPL15	-10.4611092008828	10.2383770696617	-55.5061947226417	2.16317589747456e-09	8.58586437279567e-07	11.2790072864015
SLC2A3	-9.46093204380093	9.9846093902544	-55.4893787138508	2.16711995585377e-09	8.58586437279567e-07	11.2398512017874
KPNA2	-9.2094697331321	9.51789054267789	-55.468420155068	2.17204735685808e-09	8.58586437279567e-07	11.1657008546402
IDH1	-9.1427698234392	9.41590219534508	-55.4233971354423	2.18267659498875e-09	8.58586437279567e-07	11.1469810578321
EIF1	-9.12525529215003	8.33665418746622	-55.3297558475544	2.20497868201334e-09	8.58586437279567e-07	10.9570209740602
EIF4G2	-10.4841154320185	10.2632023636821	-55.308011378952	2.21019539377063e-09	8.58586437279567e-07	11.2722796002915
GNB1	-9.10672274967908	9.20282207877331	-55.3073129919147	2.21036318201491e-09	8.58586437279567e-07	11.106336190756
RPL7A	-8.96397930404667	9.30997558767234	-55.1576580617116	2.24666294247594e-09	8.58586437279567e-07	11.1164685617897
NPM1P27	-9.23248641927543	9.69496360027624	-55.124437513511	2.25481477813338e-09	8.58586437279567e-07	11.1762573823239
XRCC6	-9.22006788648228	9.76081363260007	-55.0447315951641	2.27451445804036e-09	8.58586437279567e-07	11.1823878979265
ILF3	-9.24839833900681	9.49473599950751	-54.9213119650639	2.30541547177477e-09	8.58586437279567e-07	11.1342436732445
MAGED1	-9.93855160995744	8.64698046889918	-54.7540000317929	2.34809082798076e-09	8.58586437279567e-07	10.9848052022046
RPS3	-10.0744035567948	9.87173087628761	-54.721065946745	2.35659924592646e-09	8.58586437279567e-07	11.1825179264568
DDX3X	-9.31927333961328	8.75895609307197	-54.7066509536891	2.36033461920298e-09	8.58586437279567e-07	11.0018319986551
PPIA	-10.1468357986361	9.42800203946669	-54.6412965931991	2.37735679145941e-09	8.58586437279567e-07	11.1091931877835
MDK	-10.9481935721656	9.32051290143525	-54.5898790396586	2.3908496256106e-09	8.58586437279567e-07	11.089336583702
RPS4X	-11.432639335113	10.8398847857774	-54.4034754252751	2.44051923440038e-09	8.58586437279567e-07	11.30506999722
TUBA1A	-11.1797290251037	9.64493721825054	-54.3920807405718	2.4435943055375e-09	8.58586437279567e-07	11.1303021659598
HNRNPM	-8.60707057152955	9.01839557531704	-54.1434042667788	2.51184275947323e-09	8.58586437279567e-07	11.0171296435027
CALM1	-8.81100827706509	8.85025954951515	-53.9176665264709	2.57572657281317e-09	8.58586437279567e-07	10.9775919662722
PGD	-9.15410691815345	9.23788886548424	-53.8773666341112	2.58732970399484e-09	8.58586437279567e-07	11.0389876149659
SMARCC1	-8.64735278286777	8.93275333523641	-53.7257560725367	2.63153061970924e-09	8.58586437279567e-07	10.9814072464585
CSDE1	-9.6746996414612	9.88016842840318	-53.6517454407211	2.65342727207127e-09	8.58586437279567e-07	11.1260761694849
GJA1	-8.91368014506707	9.19622380348119	-53.2189066758196	2.7858228684056e-09	8.58586437279567e-07	10.997270823067
NONO	-10.3077568614091	9.89253135412287	-53.1078976932863	2.82100882709104e-09	8.58586437279567e-07	11.0975734656151
SLC25A5	-10.5145700604365	9.62449996708965	-53.029329641258	2.84622538383726e-09	8.58586437279567e-07	11.0532344941929
RBBP4	-8.76025280166246	8.68278689430325	-53.0173524141335	2.85009253486161e-09	8.58586437279567e-07	10.9027116532488
ADAR	-9.23990847966942	9.09167245006334	-52.8204394645143	2.91455744920819e-09	8.58586437279567e-07	10.9590255993799
WDR1	-9.09174489125191	8.85921383738437	-52.757207315796	2.93561770054092e-09	8.58586437279567e-07	10.9180772146015
IPO5	-8.88472142243588	9.49214404089646	-52.7152131958462	2.94970240575081e-09	8.58586437279567e-07	11.0156212076317
KPNB1	-9.16658531901353	9.33541064904591	-52.6907383056997	2.95794754451022e-09	8.58586437279567e-07	10.9901968661275
NPM1	-10.1935485809488	10.54497289386	-52.6554277175262	2.96989042006778e-09	8.58586437279567e-07	11.1635768999235
FTH1	-10.076422881931	10.1006029492862	-52.5562721745616	3.00372889769697e-09	8.58586437279567e-07	11.0960002774642
H3-3B	-8.78558712928145	8.90566993622129	-52.5292456735242	3.01302994969789e-09	8.58586437279567e-07	10.9132792084119
CLTC	-8.99368560983766	8.95240456467969	-52.4084149420176	3.05502609029662e-09	8.58586437279567e-07	10.9142162884669
SLC16A2	-9.98492533901081	8.20490470902538	-52.4064482985064	3.05571524264544e-09	8.58586437279567e-07	10.7885291135916
SFPQ	-8.75676595172652	8.58128783829201	-52.2545694319531	3.10948836197476e-09	8.58586437279567e-07	10.8450219039796
RPS8	-9.78389967738401	9.95560929391387	-52.1954754591686	3.13070829243843e-09	8.58586437279567e-07	11.0542180451804
HSPA9	-9.45145102113654	9.47008894543562	-52.191261498317	3.13222791204909e-09	8.58586437279567e-07	10.9826310479985
CANX	-9.59338839423389	9.5733213456517	-52.0882292940803	3.16965182937865e-09	8.58586437279567e-07	10.9921676189111
APP	-9.04515939231752	9.5746290047941	-51.780699427834	3.28449340785146e-09	8.58586437279567e-07	10.9744935243296
ACTG1	-11.9862236934776	12.0489198612525	-51.6767569131621	3.32440064718488e-09	8.58586437279567e-07	11.2890616397838
KDR	-9.1217201752006	7.69675177806721	-51.6698470511321	3.32707356637766e-09	8.58586437279567e-07	10.6579200853873
SF3B3	-8.419622742807	8.69786847012181	-51.6313862768619	3.34199708227288e-09	8.58586437279567e-07	10.830003317244
CCND1	-8.85673861675271	7.6115014843856	-51.5660774136416	3.36751730455773e-09	8.58586437279567e-07	10.6364619113999
DHX9	-8.99530486946026	8.91371190278005	-51.4708287862877	3.40514526103648e-09	8.58586437279567e-07	10.855573282139
SALL2	-8.57505398350421	8.74718121238473	-51.3102482374224	3.46969812351458e-09	8.58586437279567e-07	10.8198924444624
RPLP2	-9.1967824751443	8.78797982941522	-51.1672965219367	3.52836716047888e-09	8.58586437279567e-07	10.8182822981296
TMBIM6	-9.89975470523278	9.7933299348177	-50.9899831096277	3.60275285751825e-09	8.58586437279567e-07	10.9588759948639
YWHAE	-10.8142237455643	10.4646165607937	-50.8970553764186	3.64246687565033e-09	8.58586437279567e-07	11.0446654274012
NCL	-10.454369319546	10.5747221240136	-50.84574528104	3.66461359121134e-09	8.58586437279567e-07	11.0557633636551
SF3B1	-8.82872933040994	8.98022760668435	-50.6787349802324	3.73779411638326e-09	8.58586437279567e-07	10.8199841351888
SRSF3	-8.7337484202151	9.09337334609498	-50.5870946874279	3.77867237336663e-09	8.58586437279567e-07	10.8318322014749
CTNNB1	-9.37455162617447	9.27320074387808	-50.5795243345097	3.78207254598241e-09	8.58586437279567e-07	10.8584098358393
RPL23AP42	-9.03248788440471	8.97830613177386	-50.5615228867283	3.79017210792971e-09	8.58586437279567e-07	10.8127379962004
HNRNPA3	-8.76549271383098	8.55315975899865	-50.5559589038986	3.79267965293293e-09	8.58586437279567e-07	10.7453157977636
MID1IP1	-9.23761043257963	7.88824231147959	-50.5365591872257	3.80143774892869e-09	8.58586437279567e-07	10.6316892503459
MATR3	-9.48768803048833	9.62596133806948	-50.4991134567969	3.81840956602086e-09	8.58586437279567e-07	10.9048969900086
PTMA	-11.5888728237339	11.2028381280474	-50.4945802723755	3.82047016391688e-09	8.58586437279567e-07	11.1111480328418
HSPA8	-10.1611674502984	10.5806975107751	-50.4278148543884	3.85096960426969e-09	8.58586437279567e-07	11.0295173676965
IGF2BP1	-8.47005980350703	8.90294902555488	-50.4241936145513	3.85263193901862e-09	8.58586437279567e-07	10.7929261078536
SERBP1	-9.20691229387424	9.73967535694656	-50.3913682356053	3.86773869018022e-09	8.58586437279567e-07	10.9142873705504
YWHAG	-8.91077048602888	8.94595743008228	-50.3697028518065	3.87774726790699e-09	8.58586437279567e-07	10.7963198788357
SUPT16H	-8.38689111918876	8.89104269277386	-50.3423718511978	3.89041624107315e-09	8.58586437279567e-07	10.7862072552284
KHSRP	-8.63030578957437	8.86578905865255	-50.3397516722051	3.89163332769944e-09	8.58586437279567e-07	10.782145399996
SOX2	-8.72199613249312	7.82380900963563	-50.2133798642723	3.95086412069079e-09	8.58586437279567e-07	10.6021710414128
SSR2	-8.52055657411579	8.08510020695706	-50.1740117310803	3.96953029370493e-09	8.58586437279567e-07	10.6455185959178
PSAT1	-9.30295563497401	9.03291184587295	-50.1658048087702	3.97343449653567e-09	8.58586437279567e-07	10.7973003110022
HSD17B4	-8.60636247448904	8.38154485220769	-50.1265105880115	3.99218970715441e-09	8.58586437279567e-07	10.6923718380625
HNRNPA2B1	-10.5860904596917	10.4767580091169	-50.0135342418902	4.04669114866543e-09	8.58586437279567e-07	10.9890130219913
HSPA4	-8.27379990085746	8.98857683137181	-49.9045285192557	4.10010094834157e-09	8.58586437279567e-07	10.7746924352833
ACTR2	-8.69476489481596	8.59997055721699	-49.8973285669622	4.10365756272133e-09	8.58586437279567e-07	10.7140613675816
YWHAQ	-9.67771254597105	9.78399708873583	-49.8973251787455	4.10365923727055e-09	8.58586437279567e-07	10.8892381619449
XPO1	-8.60954646095188	8.96487507432659	-49.8760526715163	4.11418841066247e-09	8.58586437279567e-07	10.7693581126997
CALM3	-9.55058491818868	9.12084776771238	-49.8600937749358	4.12210820416786e-09	8.58586437279567e-07	10.7918070779208
RPL32	-9.57964014065569	9.18707767117808	-49.6790953571528	4.21318608196739e-09	8.58586437279567e-07	10.7903684603224
HSP90B1	-9.58104561148473	10.0020698213065	-49.6750450865452	4.21525084284131e-09	8.58586437279567e-07	10.9045602904045
SRSF2	-8.42542056918686	8.59687715032259	-49.558622227011	4.2751086375087e-09	8.58586437279567e-07	10.6931768900063
USP11	-8.41172167133076	8.08959257306752	-49.5427692602102	4.2833357120538e-09	8.58586437279567e-07	10.6096680070028
SEMA6A	-9.20765347563213	9.29192762297007	-49.5333053423553	4.2882559154296e-09	8.58586437279567e-07	10.7965095312771
NEFL	-9.63740040565343	6.58912646891973	-49.4792374923904	4.31649195509158e-09	8.58586437279567e-07	10.3186289616045
ATF4	-9.29030680228905	9.16888892207598	-49.4121981791912	4.3518036229307e-09	8.58586437279567e-07	10.7709514809915
CCT6A	-8.4682785050468	8.65342054890244	-49.3329059451629	4.39400484002896e-09	8.58586437279567e-07	10.6882433700851
RAD23B	-8.67463342338233	8.38489903714851	-49.0353450264524	4.55668590071384e-09	8.58586437279567e-07	10.6276498079157
ADD2	-8.86836869529595	8.6061824951908	-49.0246224646556	4.56267789471166e-09	8.58586437279567e-07	10.6618639537453
SOX4	-8.39184242884178	8.17199846793796	-48.9471879726232	4.60622364922339e-09	8.58586437279567e-07	10.5877663186417
ATP1A1	-8.78934330866613	9.06109922400618	-48.8606625682888	4.65545603414179e-09	8.58586437279567e-07	10.7200491738867
VCL	-8.66613744667726	8.84029959075118	-48.7918503332447	4.6950479822246e-09	8.58586437279567e-07	10.6829569085193
TMPO	-8.37442189828862	8.38850795429879	-48.7714353742312	4.70686937596206e-09	8.58586437279567e-07	10.6119675718213
HSPB1	-8.57253158866581	7.1478354323299	-48.6855779273496	4.75696691977012e-09	8.58586437279567e-07	10.3904632785875
IVNS1ABP	-8.93694910704893	8.62639899549544	-48.6581834865152	4.7730820974251e-09	8.58586437279567e-07	10.6420391204118
LRPPRC	-8.57417083616867	8.75006894786847	-48.6378549166521	4.78508181500091e-09	8.58586437279567e-07	10.6595702848121
SSRP1	-8.17931323843345	8.80427709615328	-48.5812975772216	4.81865241706713e-09	8.58586437279567e-07	10.6641295160242
YBX1	-10.3531167997616	10.103552328858	-48.5491997248466	4.83782675726128e-09	8.58586437279567e-07	10.8424125976859
NME4	-8.45974120335256	7.93534168094995	-48.5400653767139	4.84329960265341e-09	8.58586437279567e-07	10.5236880991013
PSMB2	-8.88957645693763	8.23793901548579	-48.4607152517305	4.89114712771916e-09	8.58586437279567e-07	10.5686106650587
CAPZB	-8.68208990481929	8.61461433680786	-48.4556783509045	4.89420289331396e-09	8.58586437279567e-07	10.6273885067828
TNPO1	-8.24604573158059	8.2172972632715	-48.4407499929175	4.90327264651051e-09	8.58586437279567e-07	10.5640353087854
HNRNPUL1	-9.02780957658235	8.852643567438	-48.359901033415	4.95273432123562e-09	8.58586437279567e-07	10.6570570391739
ACTN1	-8.13866898634793	8.3688680899822	-48.3171917143107	4.97909764411039e-09	8.58586437279567e-07	10.5804448309516
EPRS1	-8.53307019286785	8.35352160101938	-48.2852137248802	4.99894392647971e-09	8.58586437279567e-07	10.576003100326
NARS1	-8.54231264438131	8.33038160645435	-48.2744811502934	5.00562546848532e-09	8.58586437279567e-07	10.5716718358846
LIN28A	-9.33112703598664	10.2486130396936	-48.142241537914	5.08881126090248e-09	8.58586437279567e-07	10.8324793519974
FUS	-9.61856600751775	9.01846648379488	-48.1107841965375	5.10883619793522e-09	8.58586437279567e-07	10.6649871761498
FADS1	-8.33235636724911	8.22084987004964	-48.055292299951	5.14438529855021e-09	8.58586437279567e-07	10.5404179231045
RAD21	-8.46883332504419	8.60594645674325	-48.0237579346544	5.16471524013989e-09	8.58586437279567e-07	10.5983056758215
CTSC	-8.12715896684277	8.61272104449549	-47.9979660452139	5.18141270223704e-09	8.58586437279567e-07	10.5976602761762
PSMD1	-8.46157042780729	8.46273782675335	-47.980383190004	5.19283177564863e-09	8.58586437279567e-07	10.5736145763371
STARD7	-8.40569255056702	8.31296054144216	-47.9439587619289	5.216580851855e-09	8.58586437279567e-07	10.5479304184263
PODXL	-8.65012153832073	9.91807969180228	-47.9029106950307	5.24349647579096e-09	8.58586437279567e-07	10.7736474739807
RPSA	-9.69676557046176	9.47953514881011	-47.9023981317175	5.24383359052089e-09	8.58586437279567e-07	10.7155333560803
YWHAB	-9.00015019684461	9.05010095950539	-47.8477182479397	5.27994229505114e-09	8.58586437279567e-07	10.652002741631
CCT8	-8.92017566445276	8.89216585278325	-47.8275007499633	5.29336656810473e-09	8.58586437279567e-07	10.6278918204755
NAP1L1	-9.724044277698	10.0088518466295	-47.792224037512	5.31688544652597e-09	8.58586437279567e-07	10.7775141354103
RPL24	-8.87907056202671	8.19197414481464	-47.6987138823403	5.3798201332762e-09	8.58586437279567e-07	10.5130773048873
CYCS	-8.40697920318871	8.31729246821533	-47.6747102158791	5.39611499477765e-09	8.58586437279567e-07	10.5312791597874
DESI2	-8.30393424476747	7.74061612133297	-47.5572194613084	5.47670821934609e-09	8.58586437279567e-07	10.4300198755638
FSTL1	-9.38217386753585	8.83458540386143	-47.4953739496466	5.51969468500799e-09	8.58586437279567e-07	10.5973220372241
UBB	-9.31957690394197	9.49992068428359	-47.4484784518067	5.55255226234547e-09	8.58586437279567e-07	10.6868909369346
TARS1	-8.91820517799921	8.80044219153297	-47.4361311402357	5.56124135288602e-09	8.58586437279567e-07	10.5883780672198
ZIC3	-9.44489454789125	7.03259330252749	-47.4321995453638	5.56401143396561e-09	8.58586437279567e-07	10.2946758456236
G3BP2	-8.26049380872628	8.4618775176854	-47.3457375423902	5.62533844937151e-09	8.58586437279567e-07	10.5320106053523
PDPN	-9.18212940539561	7.5204930880425	-47.3066992537471	5.65328606184361e-09	8.58586437279567e-07	10.3763629897898
EIF1AX	-8.71072376838611	8.03352560335203	-47.3013189088318	5.65715054159362e-09	8.58586437279567e-07	10.4621092354258
RTN4	-8.92594237880332	8.64514458838843	-47.2521674099462	5.69259696160454e-09	8.58586437279567e-07	10.5532114142044
EWSR1	-8.28306993610364	8.29118806139417	-47.2355148100507	5.70466492909094e-09	8.58586437279567e-07	10.49854117435
G3BP1	-8.68579919572234	8.94016814365405	-47.1343327280311	5.77863492167592e-09	8.614185268781e-07	10.5879355292457
CLIC4	-9.28431653608106	9.09366548363447	-47.115616680856	5.79243966200451e-09	8.614185268781e-07	10.6082206456044
HADHA	-7.94137069824701	7.99667490973796	-47.0233179742895	5.86108293631286e-09	8.62486379310107e-07	10.4380841332356
STIP1	-8.25584927461264	8.61094746901404	-47.0132025913591	5.86866332383598e-09	8.62486379310107e-07	10.5320220713814
KAT7	-9.74724111675806	8.99383784140537	-46.8934303737416	5.95929406260619e-09	8.67780129113349e-07	10.5788417136492
RPS12	-8.36591277920698	7.96394437714986	-46.8739992867794	5.9741507447765e-09	8.67780129113349e-07	10.4230371207763
RBBP7	-8.21258820413635	8.44932783110934	-46.7916950035827	6.03755986062643e-09	8.70128540888988e-07	10.4929628202581
ELOVL5	-8.35444095451036	8.29742639764075	-46.7475174389379	6.07191869606815e-09	8.70128540888988e-07	10.4669686907985
EEF1A1	-11.9190034593822	12.3646808938273	-46.7182580887254	6.09480045851637e-09	8.70128540888988e-07	10.9542005466088
CLDN6	-8.98412643805429	9.24902758707062	-46.5445746568681	6.23271420742259e-09	8.84762112262761e-07	10.5892062853294
DHX15	-8.21768485392526	8.38792299107175	-46.3702658942962	6.3747957168059e-09	8.9302703770526e-07	10.4549311695698
HNRNPA1L3	-9.75960973825457	9.32709434012524	-46.3192895385782	6.41705837325526e-09	8.9302703770526e-07	10.5833699200501
RPS5	-9.09567400504289	9.20096014828089	-46.2672534730192	6.46053684074646e-09	8.9302703770526e-07	10.5627671836878
GNAI2	-8.48734096259899	8.54188029285062	-46.2414949816887	6.48218622606174e-09	8.9302703770526e-07	10.46872299627
ZYX	-8.71431784067937	8.08212088124606	-46.153722829202	6.55659423910864e-09	8.9302703770526e-07	10.3934984581651
CALR	-9.50035642581288	9.82988536482473	-46.0909341397759	6.61043388285583e-09	8.9302703770526e-07	10.630850746982
GPRC5B	-8.44924856222254	7.7216822998206	-45.8852441810842	6.7904519629799e-09	8.9302703770526e-07	10.3178656115472
PRDX6	-8.69727036351637	8.54012425272196	-45.8789892415834	6.79601512228849e-09	8.9302703770526e-07	10.4429144286916
COX4I1	-8.18365701855415	7.99193874122753	-45.7712984010418	6.89263380545976e-09	8.9302703770526e-07	10.3531455326558
MDH1	-8.06612929656454	8.16969520427183	-45.7423310364965	6.91889556546434e-09	8.9302703770526e-07	10.3784598597309
PTGES3	-8.75178273803339	9.26956368478065	-45.7379724881042	6.922857104277e-09	8.9302703770526e-07	10.5330162411334
EIF3D	-7.80833960586554	8.14902134317995	-45.7102819713836	6.94808720613869e-09	8.9302703770526e-07	10.3730803747767
JPT2	-7.93572067263293	8.24751293481659	-45.6655722969297	6.98905084362769e-09	8.9302703770526e-07	10.38480747713
SLC16A1	-8.29077658764574	8.9568424421149	-45.6411595402604	7.01153695438563e-09	8.9302703770526e-07	10.4841223722697
MEST	-7.87446818647435	8.13582580240985	-45.6301013231495	7.02175020440966e-09	8.9302703770526e-07	10.365459159038
FADS2	-9.54711966367757	9.82136923496545	-45.6094300160767	7.04088854388726e-09	8.9302703770526e-07	10.5931398422178
NRDC	-8.48192242007205	8.30423494596544	-45.574330271992	7.07352477424451e-09	8.9302703770526e-07	10.3867811366402
YWHAZ	-10.4322456427375	10.2955580354094	-45.5347362251867	7.11055173447254e-09	8.9302703770526e-07	10.6435431770853
ATP2A2	-8.552076034878	8.4899845530778	-45.5310018961498	7.11405559216606e-09	8.9302703770526e-07	10.4108002355251
GDI2	-9.50837008118151	9.49462463572333	-45.5128652183354	7.13110157978149e-09	8.9302703770526e-07	10.5451097654367
SRSF7	-7.77604272746155	8.10441978884352	-45.5031077627136	7.14029194350516e-09	8.9302703770526e-07	10.3517706339187
EIF3L	-8.02893916049942	8.41405257021224	-45.4953110002174	7.1476454917198e-09	8.9302703770526e-07	10.3972512156749
MAPRE1	-7.93604203668435	7.99781153571064	-45.4288771471645	7.21066220309103e-09	8.9302703770526e-07	10.3301845075218
HDLBP	-8.33947115998634	8.93265497310525	-45.4069200320947	7.23163214236771e-09	8.9302703770526e-07	10.4635426880533
APEX1	-9.22079481012342	8.97324983441102	-45.3676752447664	7.26928984873215e-09	8.9302703770526e-07	10.4661132053401
PRKAR1A	-8.20346863290284	7.50978843892098	-45.3647357687472	7.27211964049545e-09	8.9302703770526e-07	10.2474612806221
NUP205	-7.64688924619915	8.06192501897486	-45.2030401133558	7.42977848464164e-09	8.9302703770526e-07	10.3240342377325
CERS2	-8.25772084733895	7.86520278373027	-45.1656347499004	7.46681529982283e-09	8.9302703770526e-07	10.2910640244109
SFRP2	-10.2829450180645	9.84595590379857	-45.1487787802104	7.48357550244999e-09	8.9302703770526e-07	10.560300410745
DDX21	-7.94294629031843	8.5455306045622	-45.0812050641457	7.5512070540164e-09	8.9302703770526e-07	10.3859540314263
COPA	-8.12218097829326	7.88224339054057	-45.0259141416675	7.6070756666405e-09	8.9302703770526e-07	10.2838286496381
XRN2	-7.61675317671069	8.02588315198286	-44.9987523593795	7.63469764520639e-09	8.9302703770526e-07	10.3039364234255
SLC22A23	-8.2244651606793	6.94365320083817	-44.989199887018	7.64443973853067e-09	8.9302703770526e-07	10.1227466126383
SNRNP200	-8.52903298688833	8.76697879883179	-44.9732761121346	7.66071183660148e-09	8.9302703770526e-07	10.408683901653
YME1L1	-7.65355319162638	7.77858869516342	-44.9537379557959	7.6807325696957e-09	8.9302703770526e-07	10.2624645881997
MORF4L1P1	-8.18544074855988	8.13291655369117	-44.8976063804142	7.73859073260411e-09	8.9302703770526e-07	10.3127316022398
LARP1	-9.00492671019777	8.91450087413161	-44.8915072065995	7.74490806160739e-09	8.9302703770526e-07	10.4224427800989
ETF1	-7.72736967916799	7.96766610334963	-44.8829143012317	7.75381852112828e-09	8.9302703770526e-07	10.2867443888096
SKIL	-8.0612018586801	7.39404159229732	-44.8796671224742	7.75718881118275e-09	8.9302703770526e-07	10.1946571889347
OXA1L	-7.97600915606591	7.70832635629357	-44.7816604934695	7.85971932442514e-09	8.9302703770526e-07	10.2391353878863
CRABP2	-8.42800906625909	7.41934511987499	-44.7581048826237	7.88459716337183e-09	8.9302703770526e-07	10.1904044763491
FGFR1	-8.68519427075562	8.96447054124628	-44.753351321116	7.88962867624886e-09	8.9302703770526e-07	10.4185758831471
RPL4P4	-7.80590305116252	8.07039536489173	-44.6835302974134	7.96396521738777e-09	8.9302703770526e-07	10.2878288873092
HDAC2	-9.43018840524456	9.22859625811139	-44.5445855633523	8.114338642245e-09	8.9302703770526e-07	10.4366499465138
USP7	-8.3326845018824	8.26664851677256	-44.5293031738549	8.13107921919397e-09	8.9302703770526e-07	10.3053025879114
TEAD2	-7.81324698353965	7.64596825030892	-44.4801259883728	8.18522255363281e-09	8.9302703770526e-07	10.2076314959629
NOLC1	-7.51309663768583	8.09894025191149	-44.4767743714895	8.18892790419124e-09	8.9302703770526e-07	10.2768940709113
HMGN1	-8.38636247931918	8.37263642916719	-44.4563412225553	8.21155993260779e-09	8.9302703770526e-07	10.3150049891431
DSTN	-7.95873724076064	7.86243654581596	-44.3887877617839	8.28690372036686e-09	8.9302703770526e-07	10.2348263797538
PDIA6	-8.73794318557469	9.16625645597699	-44.3834455253327	8.29289633336986e-09	8.9302703770526e-07	10.4160913671675
RPL5	-9.80661722363285	9.76711588360141	-44.3476518877249	8.33317812752017e-09	8.9302703770526e-07	10.4869412993065
CDK16	-8.63356505384333	8.36102605240606	-44.3031765268844	8.38354841955392e-09	8.9302703770526e-07	10.301819455576
CORO1C	-8.04061201709022	7.87953531028769	-44.3016903350674	8.38523771470116e-09	8.9302703770526e-07	10.2310568087836
TUBA1B	-11.7701989420388	11.4841404988954	-44.2800436685235	8.40988765153347e-09	8.9302703770526e-07	10.6641017109816
XPO5	-7.57171508055336	7.59540866890706	-44.2534783336158	8.44025419812876e-09	8.9302703770526e-07	10.1832326988924
COTL1	-7.71283387126326	7.59879065499468	-44.1748454233252	8.5308904737684e-09	8.9302703770526e-07	10.1780645159279
RPL11	-9.86711885398334	9.53397138851504	-44.1360514746861	8.57602399978178e-09	8.9302703770526e-07	10.4419645529458
HMGB3	-8.07877044516333	8.57918681149416	-44.1213712289931	8.59317578963752e-09	8.9302703770526e-07	10.3182726640384
HK1	-7.42870046117951	8.45365575426746	-44.116696592488	8.59864583181136e-09	8.9302703770526e-07	10.3006410233156
KDM1A	-8.30947139975714	8.70948934777375	-44.0826546640437	8.6386027383922e-09	8.9302703770526e-07	10.3328854188857
SLC29A1	-7.92341697055586	7.98141402774367	-44.0613198981988	8.66375486260531e-09	8.9302703770526e-07	10.2285544973951
UBQLN1	-8.68924163831325	8.32578082889132	-44.0608268259749	8.66433716699688e-09	8.9302703770526e-07	10.2784382932858
PAICS	-10.099107645899	10.009193661658	-44.0275025867323	8.70379809398566e-09	8.9302703770526e-07	10.4886726255341
TOMM20	-9.35099023712395	8.75562331671667	-44.0223420538776	8.70992765758086e-09	8.9302703770526e-07	10.334342891036
ZFAND5	-7.73812561451713	7.35034643622905	-44.0135849550537	8.72034065781179e-09	8.9302703770526e-07	10.1260736627542
UBA2	-7.800180842626	8.07020100424408	-43.9843510692834	8.75520767857912e-09	8.9302703770526e-07	10.2359015136106
RRM2	-7.75946917157084	7.79647203204536	-43.9800899345105	8.76030345727242e-09	8.9302703770526e-07	10.1945989097768
C1QBP	-8.1297194015654	8.24873895900056	-43.9221170387198	8.82997632949974e-09	8.9302703770526e-07	10.2569431207926
MYL6	-8.3080300797482	8.12229388924727	-43.9111887308396	8.84318240877592e-09	8.9302703770526e-07	10.2379493893314
TRIM71	-7.99298840774722	8.42731143360512	-43.8924735337195	8.86585189784e-09	8.9302703770526e-07	10.2797269996868
UBE2K	-7.69204667260469	7.89989913044149	-43.8806935811714	8.88015554620616e-09	8.9302703770526e-07	10.2028720067042
CTBP2	-8.26008010705987	8.18882489804124	-43.8257839179018	8.94718479615357e-09	8.9302703770526e-07	10.241011722051
ST6GAL1	-7.46994775313651	7.74741304162858	-43.7785407465931	9.00532776101e-09	8.9302703770526e-07	10.1721008327023
ZDHHC22	-8.08689113420039	6.35078595226344	-43.7068137751729	9.09444743369309e-09	8.9302703770526e-07	9.91997805517797
NCOA4	-7.94459294116502	7.42561846246557	-43.6977351749551	9.10580058902528e-09	8.9302703770526e-07	10.1153818600761
C11orf58	-7.79721829870881	7.75966619027366	-43.6836239735039	9.12348002608533e-09	8.9302703770526e-07	10.1668568278077
GOT2	-7.73819741193729	8.26168740716486	-43.6831911934373	9.12402287331563e-09	8.9302703770526e-07	10.2404141893266
PXDN	-7.68044559271267	8.05432320425361	-43.6405272856176	9.17772258694958e-09	8.9302703770526e-07	10.2074485772739
RPL12	-8.72884124851963	8.690314603693	-43.6103097829776	9.2159793094145e-09	8.9302703770526e-07	10.2932029162255
RBM39	-7.51180229750616	7.45247359524858	-43.5626866497052	9.27665032498951e-09	8.9302703770526e-07	10.1097287056449
CTNNA1	-8.15084026201223	8.63263755610812	-43.5298291946095	9.31878159308017e-09	8.9302703770526e-07	10.279173165495
JARID2	-8.69033933529686	8.66026516784203	-43.5018414780508	9.35484464667082e-09	8.9302703770526e-07	10.280603229461
GLG1	-7.84684461071512	7.99612614794326	-43.5002638774758	9.3568822730647e-09	8.9302703770526e-07	10.1881956922856
NASP	-9.31318696485716	9.62883224558552	-43.4916741278929	9.36798586079304e-09	8.9302703770526e-07	10.4001886446045
SDCBP	-7.73789957787167	7.25804417705102	-43.4477990955535	9.42494130448383e-09	8.9302703770526e-07	10.06950731366
GLUL	-8.4061623514665	8.0484036224179	-43.4421578495503	9.43229361308003e-09	8.9302703770526e-07	10.1913306793215
DDX5	-8.48619099145673	8.57057590423911	-43.4365526171829	9.43960560680595e-09	8.9302703770526e-07	10.2634650803959
RTN3	-8.2747072425041	8.28576869550807	-43.395080220807	9.49391187567607e-09	8.9302703770526e-07	10.2213420313342
ODC1	-8.22623086152129	7.99159493627625	-43.3808301187726	9.51265575394124e-09	8.9302703770526e-07	10.1783344853524
EI24	-7.48266407641703	7.69779252545354	-43.3587940907583	9.54172584533567e-09	8.9302703770526e-07	10.1328596802882
COX5A	-8.18749179075126	7.59821666936823	-43.3335714554868	9.575126911953e-09	8.9302703770526e-07	10.1155951530179
